Date,Close,High,Low,Open,Volume
2018-01-01,0.8035719394683838,0.8035719394683838,0.8035719394683838,0.8035719394683838,0
2018-01-02,0.809191107749939,0.8129372330576048,0.8016981604564926,0.8016981604564926,901079
2018-01-03,0.8073180913925171,0.8166833611512475,0.8035719660720719,0.8110641296281975,864013
2018-01-04,0.8110641241073608,0.8129372302972157,0.8035719606022337,0.8054449797073244,700705
2018-01-05,0.8110641241073608,0.8279223410703463,0.8091911050022701,0.8110641241073608,2811997
2018-01-08,0.809191107749939,0.8185563774767214,0.809191107749939,0.8148102521690556,845839
2018-01-09,0.8073180913925171,0.8148102549486427,0.8054449851899121,0.8091911105103573,338640
2018-01-10,0.8054449558258057,0.8148102252431065,0.7998251149142858,0.8054449558258058,896130
2018-01-11,0.8148102760314941,0.8166833822825649,0.8073181122815122,0.8073181122815122,1134217
2018-01-12,0.8166833519935608,0.820429390187236,0.812937226715122,0.8185563710903985,496606
2018-01-15,0.7979519963264465,0.8241761784756999,0.7979519963264465,0.812937193506157,984398
2018-01-16,0.7979519963264465,0.8091910683807496,0.7867137080349845,0.7998251024315304,1320610
2018-01-17,0.8054449558258057,0.8054449558258058,0.7979520087799687,0.8016981339638414,262415
2018-01-18,0.8035719394683838,0.8110641027764679,0.7998251175938669,0.8091910837206373,602070
2018-01-19,0.7979519963264465,0.807318049360426,0.796078977306123,0.807318049360426,308431
2018-01-22,0.7979519963264465,0.7998251024315304,0.7923328521807156,0.7979519963264465,94239
2018-01-23,0.8054449558258057,0.8054449558258058,0.7998251149142858,0.7998251149142858,261487
2018-01-24,0.8035719394683838,0.8073180646648067,0.7998251175938669,0.7998251175938669,222810
2018-01-25,0.8054449558258057,0.8110641000592339,0.8035719367762502,0.8054449558258058,481759
2018-01-26,0.8054449558258057,0.8110641000592339,0.8035719367762502,0.8073180619601228,350114
2018-01-29,0.8016981482505798,0.8073180763470116,0.7979520229999489,0.8054449701793147,567387
2018-01-30,0.8016981482505798,0.8054449701793147,0.7998251291676459,0.8054449701793147,445118
2018-01-31,0.8016981482505798,0.8054449701793147,0.7998251291676459,0.8016981482505797,308564
2018-02-01,0.799825131893158,0.8054449729239771,0.799825131893158,0.8035719538346607,328664
2018-02-02,0.799825131893158,0.8054449729239771,0.7960790066297617,0.8035719538346607,314858
2018-02-05,0.7960789799690247,0.8016981241335518,0.7923328548310864,0.7998251051069629,258550
2018-02-06,0.7848407030105591,0.7923328663102199,0.7792207750017681,0.7923328663102199,350730
2018-02-07,0.786713719367981,0.797952007821336,0.782966897510518,0.7848407003206755,468269
2018-02-08,0.7848407030105591,0.7923328663102199,0.781093794055493,0.7867137220642839,402503
2018-02-09,0.7810937762260437,0.7829668823217741,0.7754746321083718,0.7810937762260437,512370
2018-02-12,0.7904598712921143,0.7979520348195903,0.7829669240017595,0.7848407268753161,432139
2018-02-13,0.786713719367981,0.8035719358108658,0.7848407003206755,0.7923328635946585,640867
2018-02-14,0.7904598712921143,0.7979520348195903,0.7867137459859941,0.7904598712921143,545528
2018-02-15,0.7960789799690247,0.7998251051069629,0.7923328548310864,0.7979519989956135,856818
2018-02-16,0.809191107749939,0.809191107749939,0.7979520351488267,0.7979520351488267,661556
2018-02-19,0.8148102760314941,0.8204294206151724,0.809191131447816,0.8166833822825649,1113633
2018-02-20,0.8016981482505798,0.8241762060258099,0.7998251291676459,0.8148102397635102,1149310
2018-02-21,0.8073180913925171,0.8110641296281975,0.8035719660720719,0.8035719660720719,495264
2018-02-22,0.8110641241073608,0.8297954472602012,0.8091911050022701,0.8110641241073608,2925389
2018-02-23,0.8110641241073608,0.8166833555921612,0.8091911050022701,0.8148102494023064,455644
2018-02-26,0.809191107749939,0.8148102521690556,0.8073180886384882,0.8148102521690556,651549
2018-02-27,0.8073180913925171,0.8129372358308025,0.8054449851899121,0.8091911105103573,392971
2018-02-28,0.8035719394683838,0.8073180646648067,0.7998251175938669,0.8073180646648067,673358
2018-03-01,0.8035719394683838,0.8054449585242144,0.7998251175938669,0.8054449585242144,246729
2018-03-02,0.7960789799690247,0.8016981241335518,0.7923328548310864,0.8016981241335518,300471
2018-03-05,0.8035719394683838,0.8054449585242144,0.796078992397444,0.7998251175938669,359966
2018-03-06,0.8035719394683838,0.8091910837206373,0.8016981366496974,0.8054449585242144,242888
2018-03-07,0.8035719394683838,0.8035719394683838,0.7998251175938669,0.8016981366496974,103642
2018-03-08,0.799825131893158,0.8054449729239771,0.7979520257190782,0.8035719538346607,80609
2018-03-09,0.7979519963264465,0.8035719242350186,0.7904598331603919,0.7998251024315304,209121
2018-03-12,0.8035719394683838,0.8054449585242144,0.7998251175938669,0.7998251175938669,269454
2018-03-13,0.8035719394683838,0.8054449585242144,0.7979520114532744,0.8054449585242144,234191
2018-03-14,0.7979519963264465,0.8035719242350186,0.7979519963264465,0.8016981214518539,438866
2018-03-15,0.7979519963264465,0.8054449432553422,0.796078977306123,0.8035719242350186,213567
2018-03-16,0.799825131893158,0.8035719538346607,0.799825131893158,0.8016981509824744,179540
2018-03-19,0.809191107749939,0.8204293965881722,0.8016981604564926,0.8016981604564926,1276212
2018-03-20,0.809191107749939,0.8129372330576048,0.8073180886384882,0.8110641268613897,253421
2018-03-21,0.8166833519935608,0.8166833519935609,0.8091911014366833,0.8091911014366833,317732
2018-03-22,0.809191107749939,0.8185563774767214,0.8073180886384882,0.8166833583652706,554864
2018-03-23,0.8129372000694275,0.8354145605966642,0.8035719307226783,0.8073180558783302,1909564
2018-03-26,0.8204293847084045,0.8297954380624462,0.8166833465397454,0.818556365624075,947614
2018-03-27,0.8241761922836304,0.8279223174717989,0.8204293704173693,0.8241761922836304,450598
2018-03-28,0.8241761922836304,0.8316684426599674,0.8185563513656658,0.8223031732319268,996602
2018-03-29,0.8372876048088074,0.8429075329317396,0.8241762099121551,0.8260493160886846,961232
2018-03-30,0.8897352814674377,0.9009743540393311,0.8354145923250706,0.8372876114316521,7397375
2018-04-02,0.8803699612617493,0.9159594993642702,0.8710039954184889,0.8934813555099635,3443528
2018-04-03,0.871004045009613,0.8972282283552766,0.8691310259038377,0.8803700113861302,1436658
2018-04-04,0.8784970045089722,0.8897352934695881,0.8503997145816569,0.8728770762657765,1579226
2018-04-05,0.8672578930854797,0.8859892156700491,0.861638748855917,0.8841161095370205,957282
2018-04-06,0.8635118007659912,0.8728770705332543,0.8597657625268977,0.8710040514137075,608641
2018-04-09,0.8560189604759216,0.8747501971251295,0.8560189604759217,0.8691310525507606,738129
2018-04-10,0.8354145288467407,0.8635117291753273,0.8297953848691989,0.8635117291753273,1226241
2018-04-11,0.8335414528846741,0.8447805250082532,0.8204293617292263,0.8354145590013033,881318
2018-04-12,0.831668496131897,0.8447805882692374,0.8260493515307433,0.8372876407330505,671891
2018-04-13,0.8354145288467407,0.8429074755513614,0.8297953848691989,0.839160653860021,695615
2018-04-16,0.8466536998748779,0.8522728445115305,0.837287646022625,0.8410344681534576,576583
2018-04-17,0.8335414528846741,0.8597657222803303,0.8316684338528054,0.8522727753052491,698567
2018-04-18,0.8503996729850769,0.8522727791100684,0.8279223124004182,0.8335414566058706,538032
2018-04-19,0.8503996729850769,0.8597657261186004,0.8503996729850769,0.8503996729850769,478728
2018-04-20,0.8522727489471436,0.8578925896317914,0.8466536049405592,0.8541457679210857,311009
2018-04-23,0.8522727489471436,0.8522727489471436,0.8522727489471436,0.8522727489471436,0
2018-04-24,0.8541458249092102,0.8541458249092102,0.8485266805277198,0.8485266805277198,221863
2018-04-25,0.8354145288467407,0.8522727445421836,0.8297953848691989,0.8522727445421836,714101
2018-04-26,0.8279223442077637,0.842907542122445,0.8241762188986221,0.842907542122445,740013
2018-04-27,0.8279223442077637,0.8335414886290938,0.8260493250955752,0.8297954504047167,184430
2018-04-30,0.8279223442077637,0.8354145948260469,0.8223031997864336,0.8335414886290938,473292
2018-05-01,0.8279223442077637,0.8279223442077637,0.8279223442077637,0.8279223442077637,0
2018-05-02,0.8185563683509827,0.8260493155608934,0.8035719543721386,0.8241762093855608,332354
2018-05-03,0.8185563683509827,0.8223031902949915,0.811064117819179,0.8223031902949915,117772
2018-05-04,0.8129372000694275,0.8185563442605248,0.8035719307226783,0.8185563442605248,303638
2018-05-07,0.8054449558258057,0.8185563504269792,0.8054449558258058,0.8110641000592339,202425
2018-05-08,0.7829668521881104,0.8148101770985474,0.7829668521881104,0.8148101770985474,559088
2018-05-09,0.794205904006958,0.8016981545672519,0.7717285427327303,0.7923328849092663,422202
2018-05-10,0.7979519963264465,0.8016981214518539,0.7848406890146609,0.7904598331603919,330388
2018-05-11,0.8073180913925171,0.8091911105103573,0.7979520378709049,0.7998251440735097,257458
2018-05-14,0.8054449558258057,0.8073180619601228,0.790459845496985,0.8073180619601228,224694
2018-05-15,0.794205904006958,0.8035719574278168,0.794205904006958,0.8016981545672519,99453
2018-05-16,0.7904598712921143,0.7979520348195903,0.7867137459859941,0.7923328904027922,268928
2018-05-17,0.7885867357254028,0.792332860891997,0.7867137166844863,0.7904598418510804,81381
2018-05-18,0.7904598712921143,0.7979520348195903,0.7867137459859941,0.7923328904027922,104188
2018-05-21,0.8035719394683838,0.8073180646648067,0.7867137229487675,0.7867137229487675,174649
2018-05-22,0.8054449558258057,0.8054449558258058,0.7923328645465405,0.8035719367762502,181158
2018-05-23,0.7923328876495361,0.8054449793111262,0.7829669212810489,0.8054449793111262,445730
2018-05-24,0.7848407030105591,0.7998251166946424,0.781093794055493,0.7923328663102199,107199
2018-05-25,0.7960789799690247,0.7960789799690247,0.7867137106665592,0.7923328548310864,116325
2018-05-28,0.7979519963264465,0.8054449432553422,0.796078977306123,0.7979519963264465,287925
2018-05-29,0.799825131893158,0.8054449729239771,0.794205900455682,0.8054449729239771,121687
2018-05-30,0.7923328876495361,0.8016981573399113,0.7885867623564332,0.8016981573399113,310705
2018-05-31,0.7829668521881104,0.7960789426926236,0.7810937461644692,0.7923328177300976,587663
2018-06-01,0.767982542514801,0.7848407602448447,0.767982542514801,0.7829669572916185,695557
2018-06-04,0.767982542514801,0.7736016871705116,0.7642356332864926,0.7736016871705116,271529
2018-06-05,0.7661086916923523,0.771728532675059,0.7642355855343085,0.7698555136017778,129721
2018-06-06,0.7567434310913086,0.7679825035960842,0.751124286720357,0.7679825035960842,246413
2018-06-07,0.7604895830154419,0.762362602176471,0.747377490955805,0.7567434576086169,205814
2018-06-08,0.7623625993728638,0.7623625993728638,0.7511243102784849,0.7586164739798154,280526
2018-06-11,0.7773478031158447,0.7867137698003921,0.7548703539206005,0.7642356239270124,819499
2018-06-12,0.7792207598686218,0.7942058699397745,0.7736016157318144,0.7773477408512727,354740
2018-06-13,0.7736016511917114,0.7848407237433358,0.771728545003744,0.7848407237433358,108958
2018-06-14,0.7773478031158447,0.7792208222832203,0.7698555522768086,0.7792208222832203,58476
2018-06-15,0.7773478031158447,0.7773478031158447,0.7773478031158447,0.7773478031158447,0
2018-06-18,0.786713719367981,0.7904598445473531,0.7736016281044682,0.7773477532838403,190592
2018-06-19,0.7810937762260437,0.7923328482242248,0.779220757215073,0.7867137041065527,213248
2018-06-20,0.7848407030105591,0.7867137220642839,0.7792207750017681,0.781093794055493,202230
2018-06-21,0.7923328876495361,0.7998251382357419,0.7810938150921155,0.7885867623564332,525349
2018-06-22,0.7979519963264465,0.8035719242350186,0.7867137080349845,0.7942058712010391,263597
2018-06-25,0.7979519963264465,0.8148102125264806,0.796078977306123,0.8148102125264806,390397
2018-06-26,0.7885867357254028,0.8016981302661015,0.7810937887141263,0.7979520050995075,428711
2018-06-27,0.799825131893158,0.799825131893158,0.790459862277049,0.790459862277049,203498
2018-06-28,0.809191107749939,0.8166833583652706,0.796079016037376,0.796079016037376,429616
2018-06-29,0.8073180913925171,0.8166833611512475,0.7998251440735097,0.8148102549486427,381158
2018-07-02,0.8202870488166809,0.8620319479085565,0.8035889436208139,0.8620319479085565,736085
2018-07-03,0.8119376301765442,0.8223743164828264,0.8035889895192604,0.8181999718943304,418364
