symbol,momentum_1m,momentum_3m,momentum_6m,volume_increase,above_ma,volatility,momentum_1m_contribution,momentum_3m_contribution,momentum_6m_contribution,volume_increase_contribution,above_ma_contribution,volatility_penalty_contribution,score,rank,model,momentum_1m_relative_contribution,momentum_3m_relative_contribution,momentum_6m_relative_contribution,volume_increase_relative_contribution,above_ma_relative_contribution,volatility_penalty_relative_contribution,expected_return_low,expected_return_mid,expected_return_high,snapshot_date,benchmark_date,policy,regime_status,bist100_close,bist100_ma200,bist100_below_ma200,active_model,active_portfolio_size,recommended,action,confidence_score,snapshot_month,min_buy_expected_return,opportunity_filter_percentile,opportunity_threshold
PGSUS.IS,-0.1507710350373504,-0.1697376221065171,-0.2523881271427706,0.0354464643980367,0.0,0.0198916910720305,0.0441176470588235,0.0470588235294117,0.0176470588235294,0.1441176470588235,0.0352941176470588,0.0441176470588235,0.3323529411764706,15,volume_heavy,0.1327433628318584,0.1415929203539823,0.0530973451327433,0.4336283185840708,0.1061946902654867,0.1327433628318584,-0.0422072775965248,0.0097016135526355,0.1292923735256368,2026-07-30 00:00:00,2026-07-31,defensive_mode,ABOVE_MA200_RISK_ON,13458.099609375,12915.859038085937,False,volume_heavy,10,False,EXCLUDE,61.8,2026-07,0.0,0.5,0.0124186871347501
AKBNK.IS,-0.2000000198166092,-0.1641790905719934,-0.250744843998032,0.0150939226892696,0.0,0.0282262795302659,0.0176470588235294,0.0588235294117647,0.0264705882352941,0.1235294117647058,0.0352941176470588,0.0117647058823529,0.2735294117647059,16,volume_heavy,0.064516129032258,0.2150537634408602,0.096774193548387,0.4516129032258064,0.1290322580645161,0.043010752688172,0.022867227709501,0.0759492964836558,0.1100916007989594,2026-07-30 00:00:00,2026-07-31,defensive_mode,ABOVE_MA200_RISK_ON,13458.099609375,12915.859038085937,False,volume_heavy,10,False,EXCLUDE,61.8,2026-07,0.0,0.5,0.0124186871347501
FROTO.IS,-0.0928445395644775,-0.2177461034064992,-0.2807583314076235,-0.1020340293017442,0.0,0.0194542362354065,0.0617647058823529,0.0235294117647058,0.0088235294117647,0.0823529411764705,0.0352941176470588,0.0470588235294117,0.2588235294117647,17,volume_heavy,0.2386363636363636,0.0909090909090909,0.034090909090909,0.3181818181818182,0.1363636363636364,0.1818181818181818,0.0331766841089676,0.1002252058410154,0.1277430816709704,2026-07-30 00:00:00,2026-07-31,defensive_mode,ABOVE_MA200_RISK_ON,13458.099609375,12915.859038085937,False,volume_heavy,10,False,EXCLUDE,61.8,2026-07,0.0,0.5,0.0124186871347501
TUPRS.IS,0.3556308213378492,0.5994005994005993,0.906926450671112,0.2175559744154218,1.0,0.0280441065632557,0.15,0.2,0.15,0.3088235294117646,0.0852941176470588,0.0088235294117647,0.9029411764705882,1,volume_heavy,0.1661237785016286,0.2214983713355049,0.1661237785016286,0.3420195439739413,0.0944625407166123,0.009771986970684,0.0028744715540109,0.0493707647628267,0.2198951469396226,2026-08-31 00:00:00,2026-09-01,defensive_mode,ABOVE_MA200_RISK_ON,14229.0,13274.40953125,False,volume_heavy,10,True,BUY,69.93,2026-08,0.0,0.5,0.0460211793734519
KCHOL.IS,0.0914169657590902,0.1117433549079818,0.1169091475185648,0.3503062320873051,1.0,0.0193898562661044,0.1058823529411764,0.188235294117647,0.1058823529411764,0.35,0.0852941176470588,0.0264705882352941,0.861764705882353,2,volume_heavy,0.1228668941979522,0.2184300341296928,0.1228668941979522,0.4061433447098975,0.098976109215017,0.030716723549488,0.0371204201966619,0.1079080026692217,0.1786955851417817,2026-08-31 00:00:00,2026-09-01,defensive_mode,ABOVE_MA200_RISK_ON,14229.0,13274.40953125,False,volume_heavy,10,True,BUY,69.93,2026-08,0.0,0.5,0.0460211793734519
SAHOL.IS,0.1029585437661797,-0.0010718767443141,-0.0605425422170652,0.1370140778289439,1.0,0.0173983597342167,0.1147058823529411,0.1176470588235294,0.088235294117647,0.2470588235294117,0.0852941176470588,0.0441176470588235,0.6970588235294117,3,volume_heavy,0.1645569620253164,0.1687763713080169,0.1265822784810126,0.3544303797468355,0.1223628691983122,0.0632911392405063,-0.0794520528549532,-0.0082034594731568,0.0708592718001471,2026-08-31 00:00:00,2026-09-01,defensive_mode,ABOVE_MA200_RISK_ON,14229.0,13274.40953125,False,volume_heavy,10,True,SELL,69.93,2026-08,0.0,0.5,0.0460211793734519
EREGL.IS,-0.0883874484087763,-0.041285585961537,0.2035300585833261,0.2614717676952525,0.5,0.0221297118527634,0.0088235294117647,0.1058823529411764,0.1323529411764706,0.3294117647058823,0.0558823529411764,0.0176470588235294,0.65,4,volume_heavy,0.0135746606334841,0.1628959276018099,0.2036199095022624,0.5067873303167421,0.085972850678733,0.0271493212669683,-0.0639625635257008,-0.0328176483352647,0.0642767368692212,2026-08-31 00:00:00,2026-09-01,defensive_mode,ABOVE_MA200_RISK_ON,14229.0,13274.40953125,False,volume_heavy,10,True,SELL,69.93,2026-08,0.0,0.5,0.0460211793734519
BIMAS.IS,0.0390775144138373,0.0705502059295164,0.2484287324685778,-0.0068666079738533,1.0,0.0192154253348991,0.0794117647058823,0.1647058823529411,0.1411764705882353,0.1441176470588235,0.0852941176470588,0.0294117647058823,0.6441176470588235,5,volume_heavy,0.1232876712328767,0.2557077625570776,0.2191780821917808,0.2237442922374429,0.1324200913242009,0.045662100456621,-0.013846894786177,-0.0036968005684216,0.1354166026669645,2026-08-31 00:00:00,2026-09-01,defensive_mode,ABOVE_MA200_RISK_ON,14229.0,13274.40953125,False,volume_heavy,10,True,SELL,69.93,2026-08,0.0,0.5,0.0460211793734519
AKBNK.IS,0.1332807057550784,0.0894617406958979,-0.177450719221185,0.0929778222344477,0.5,0.0249690059968952,0.1411764705882353,0.1764705882352941,0.0441176470588235,0.2058823529411764,0.0558823529411764,0.0147058823529411,0.638235294117647,6,volume_heavy,0.2211981566820276,0.2764976958525346,0.0691244239631336,0.3225806451612903,0.0875576036866359,0.0230414746543778,-0.1195457326550217,-0.0366893696632627,0.05159344410234,2026-08-31 00:00:00,2026-09-01,defensive_mode,ABOVE_MA200_RISK_ON,14229.0,13274.40953125,False,volume_heavy,10,True,SELL,69.93,2026-08,0.0,0.5,0.0460211793734519
ASELS.IS,0.1285609934258582,-0.0527283874923359,0.1995341614906831,0.0063283932196773,1.0,0.0320692726512478,0.1323529411764706,0.0941176470588235,0.1235294117647058,0.1852941176470588,0.0852941176470588,0.0029411764705882,0.6235294117647059,7,volume_heavy,0.2122641509433962,0.1509433962264151,0.1981132075471698,0.2971698113207547,0.1367924528301886,0.0047169811320754,-0.0079710144927536,0.0768721485171266,0.1760203643556419,2026-08-31 00:00:00,2026-09-01,defensive_mode,ABOVE_MA200_RISK_ON,14229.0,13274.40953125,False,volume_heavy,10,True,BUY,69.93,2026-08,0.0,0.5,0.0460211793734519
GARAN.IS,0.0607778952825426,0.0163042763584615,-0.1493454788989902,0.1130587751053606,0.5,0.0182741667168874,0.0970588235294117,0.1411764705882353,0.0617647058823529,0.2264705882352941,0.0558823529411764,0.0352941176470588,0.6176470588235294,8,volume_heavy,0.1571428571428571,0.2285714285714286,0.0999999999999999,0.3666666666666666,0.0904761904761904,0.0571428571428571,-0.0140234690152443,0.0426715939840771,0.1315798286204247,2026-08-31 00:00:00,2026-09-01,defensive_mode,ABOVE_MA200_RISK_ON,14229.0,13274.40953125,False,volume_heavy,10,True,HOLD,69.93,2026-08,0.0,0.5,0.0460211793734519
YKBNK.IS,0.114774185863099,0.0440251839817174,-0.1565819607103794,-0.0197028962524909,0.5,0.0263650631775558,0.1235294117647058,0.1529411764705882,0.0529411764705882,0.0823529411764705,0.0558823529411764,0.0117647058823529,0.4794117647058823,9,volume_heavy,0.2576687116564417,0.3190184049079754,0.1104294478527607,0.1717791411042944,0.1165644171779141,0.0245398773006134,-0.0223589164237705,0.0499282037200225,0.0792952463988037,2026-08-31 00:00:00,2026-09-01,defensive_mode,ABOVE_MA200_RISK_ON,14229.0,13274.40953125,False,volume_heavy,10,True,BUY,69.93,2026-08,0.0,0.5,0.0460211793734519
TCELL.IS,-0.0490244526872949,-0.1239631055137528,-0.1791882508908536,0.2046729284066479,0.0,0.0212335141335913,0.0352941176470588,0.0705882352941176,0.0352941176470588,0.288235294117647,0.0235294117647058,0.0235294117647058,0.4764705882352941,10,volume_heavy,0.074074074074074,0.1481481481481482,0.074074074074074,0.6049382716049383,0.0493827160493827,0.0493827160493827,0.0154754707676971,0.0568764072015823,0.0633663517413753,2026-08-31 00:00:00,2026-09-01,defensive_mode,ABOVE_MA200_RISK_ON,14229.0,13274.40953125,False,volume_heavy,10,True,BUY,69.93,2026-08,0.0,0.5,0.0460211793734519
THYAO.IS,-0.037420382165605,0.0075,-0.0170731707317073,-0.0137546972685599,0.0,0.0181224072701262,0.0617647058823529,0.1294117647058823,0.0970588235294117,0.1029411764705882,0.0235294117647058,0.038235294117647,0.4529411764705883,11,volume_heavy,0.1363636363636363,0.2857142857142857,0.2142857142857142,0.2272727272727272,0.0519480519480519,0.0844155844155844,-0.063449070500314,-0.0039276636865881,0.0462984252011179,2026-08-31 00:00:00,2026-09-01,defensive_mode,ABOVE_MA200_RISK_ON,14229.0,13274.40953125,False,volume_heavy,10,False,SELL,69.93,2026-08,0.0,0.5,0.0460211793734519
PETKM.IS,0.0491631059335597,-0.1535865476717229,0.1602081205170691,-0.013412812071567,1.0,0.0289374433308094,0.088235294117647,0.0352941176470588,0.1147058823529411,0.1235294117647058,0.0852941176470588,0.0058823529411764,0.4529411764705882,12,volume_heavy,0.1948051948051948,0.0779220779220779,0.2532467532467532,0.2727272727272727,0.1883116883116883,0.0129870129870129,-0.0536528153407184,0.0450981653691069,0.0878744329099898,2026-08-31 00:00:00,2026-09-01,defensive_mode,ABOVE_MA200_RISK_ON,14229.0,13274.40953125,False,volume_heavy,10,False,EXCLUDE,69.93,2026-08,0.0,0.5,0.0460211793734519
TOASO.IS,-0.0045871559633027,-0.1033057851239669,-0.088236509991852,-0.0013396758622225,0.0,0.0219770528289651,0.0705882352941176,0.0823529411764705,0.0794117647058823,0.1647058823529411,0.0235294117647058,0.0205882352941176,0.4411764705882353,13,volume_heavy,0.1599999999999999,0.1866666666666666,0.1799999999999999,0.3733333333333333,0.0533333333333333,0.0466666666666666,-0.048800731403884,-0.009139899030607,0.1084745287914887,2026-08-31 00:00:00,2026-09-01,defensive_mode,ABOVE_MA200_RISK_ON,14229.0,13274.40953125,False,volume_heavy,10,False,SELL,69.93,2026-08,0.0,0.5,0.0460211793734519
SISE.IS,-0.0507906722887295,-0.1588110357656632,-0.1053291780160757,0.1389796619490015,0.0,0.0190728757209446,0.0264705882352941,0.0117647058823529,0.0705882352941176,0.2676470588235293,0.0235294117647058,0.0323529411764705,0.4323529411764705,14,volume_heavy,0.0612244897959183,0.0272108843537415,0.163265306122449,0.6190476190476191,0.054421768707483,0.0748299319727891,-0.0144694981566512,0.0315933930359813,0.1071818460582014,2026-08-31 00:00:00,2026-09-01,defensive_mode,ABOVE_MA200_RISK_ON,14229.0,13274.40953125,False,volume_heavy,10,False,EXCLUDE,69.93,2026-08,0.0,0.5,0.0460211793734519
FROTO.IS,-0.0393258624954483,-0.1344207465976034,-0.3132792426155657,-0.0359995255184695,0.0,0.0155903806242632,0.0441176470588235,0.0588235294117647,0.0088235294117647,0.0617647058823529,0.0235294117647058,0.0470588235294117,0.2441176470588235,15,volume_heavy,0.1807228915662651,0.2409638554216867,0.036144578313253,0.2530120481927711,0.0963855421686747,0.1927710843373494,0.0065880796876733,0.1009728241667354,0.1277431862117305,2026-08-31 00:00:00,2026-09-01,defensive_mode,ABOVE_MA200_RISK_ON,14229.0,13274.40953125,False,volume_heavy,10,False,EXCLUDE,69.93,2026-08,0.0,0.5,0.0460211793734519
PGSUS.IS,-0.0392156862745097,-0.1463414482859515,-0.2519083969465648,-0.0917336393579402,0.0,0.0174094497602808,0.0529411764705882,0.0470588235294117,0.0176470588235294,0.0205882352941176,0.0235294117647058,0.0411764705882352,0.2029411764705882,16,volume_heavy,0.2608695652173913,0.2318840579710145,0.0869565217391304,0.1014492753623188,0.1159420289855072,0.2028985507246376,-0.0355162004498606,-0.0011988764109042,0.0637569974381122,2026-08-31 00:00:00,2026-09-01,defensive_mode,ABOVE_MA200_RISK_ON,14229.0,13274.40953125,False,volume_heavy,10,False,SELL,69.93,2026-08,0.0,0.5,0.0460211793734519
ARCLK.IS,-0.0678663082171835,-0.1583100826879044,-0.2131076047978826,-0.0787218205270853,0.0,0.0125137744039673,0.0176470588235294,0.0235294117647058,0.0264705882352941,0.0411764705882352,0.0235294117647058,0.05,0.1823529411764706,17,volume_heavy,0.096774193548387,0.1290322580645161,0.1451612903225806,0.2258064516129032,0.1290322580645161,0.2741935483870967,-0.0201969255448306,0.0294396733991557,0.0790762723431421,2026-08-31 00:00:00,2026-09-01,defensive_mode,ABOVE_MA200_RISK_ON,14229.0,13274.40953125,False,volume_heavy,10,False,EXCLUDE,69.93,2026-08,0.0,0.5,0.0460211793734519
KCHOL.IS,0.0504854072644873,0.1449735126798115,0.1809107991212859,0.3469524036816227,1.0,0.0190890513706652,0.1147058823529411,0.188235294117647,0.1235294117647058,0.35,0.0852941176470588,0.0264705882352941,0.888235294117647,1,volume_heavy,0.1291390728476821,0.2119205298013245,0.1390728476821192,0.3940397350993377,0.0960264900662251,0.0298013245033112,0.006979990891589,0.0928377880166853,0.1786955851417817,2026-09-03 00:00:00,2026-09-04,defensive_mode,ABOVE_MA200_RISK_ON,14012.400390625,13345.536528320312,False,volume_heavy,10,True,BUY,66.44,2026-09,0.0,0.5,0.0165587180530183
TUPRS.IS,0.2872427983539094,0.6237541322454139,0.7620523625301359,0.200899625699457,1.0,0.0269100501143953,0.15,0.2,0.15,0.288235294117647,0.0852941176470588,0.0088235294117647,0.8823529411764706,2,volume_heavy,0.17,0.2266666666666666,0.17,0.3266666666666666,0.0966666666666666,0.01,-0.0231105559025609,0.0493707647628267,0.2407264600600418,2026-09-03 00:00:00,2026-09-04,defensive_mode,ABOVE_MA200_RISK_ON,14012.400390625,13345.536528320312,False,volume_heavy,10,True,BUY,66.44,2026-09,0.0,0.5,0.0165587180530183
BIMAS.IS,0.0797907128842381,0.0998005558285519,0.3362311205991535,-0.014483940118527,1.0,0.0190788140864245,0.1323529411764706,0.1647058823529411,0.1411764705882353,0.1852941176470588,0.0852941176470588,0.0294117647058823,0.7382352941176471,3,volume_heavy,0.1792828685258964,0.2231075697211155,0.1912350597609561,0.2509960159362549,0.1155378486055776,0.0398406374501992,0.0050463521101707,0.0495151036680717,0.1185387187656801,2026-09-03 00:00:00,2026-09-04,defensive_mode,ABOVE_MA200_RISK_ON,14012.400390625,13345.536528320312,False,volume_heavy,10,True,BUY,66.44,2026-09,0.0,0.5,0.0165587180530183
SAHOL.IS,0.0437710616461082,0.0333333333333334,0.007399821341161,0.1292367421520557,1.0,0.0167392005313508,0.0970588235294117,0.1176470588235294,0.088235294117647,0.2470588235294117,0.0852941176470588,0.0441176470588235,0.6794117647058824,4,volume_heavy,0.1428571428571428,0.1731601731601731,0.1298701298701298,0.3636363636363636,0.1255411255411255,0.0649350649350649,-0.0794520528549532,-0.002145890072864,0.0870869998031074,2026-09-03 00:00:00,2026-09-04,defensive_mode,ABOVE_MA200_RISK_ON,14012.400390625,13345.536528320312,False,volume_heavy,10,True,SELL,66.44,2026-09,0.0,0.5,0.0165587180530183
AKBNK.IS,0.0592153933277417,0.10930237289547,-0.0587226766467883,0.0615883381108584,0.5,0.023943059681368,0.1235294117647058,0.1764705882352941,0.0441176470588235,0.2264705882352941,0.0558823529411764,0.0147058823529411,0.6411764705882352,5,volume_heavy,0.1926605504587156,0.2752293577981651,0.0688073394495412,0.353211009174312,0.0871559633027523,0.0229357798165137,-0.1195456698956569,-0.0366894684105838,0.0515933324042807,2026-09-03 00:00:00,2026-09-04,defensive_mode,ABOVE_MA200_RISK_ON,14012.400390625,13345.536528320312,False,volume_heavy,10,True,SELL,66.44,2026-09,0.0,0.5,0.0165587180530183
EREGL.IS,-0.1286326291106475,-0.0658835042495007,0.2847325049290004,0.283111231226671,0.5,0.022420600998482,0.0088235294117647,0.0823529411764705,0.1323529411764706,0.3294117647058823,0.0558823529411764,0.0176470588235294,0.6264705882352942,6,volume_heavy,0.0140845070422535,0.1314553990610328,0.2112676056338027,0.5258215962441314,0.0892018779342722,0.028169014084507,-0.0609999645366716,-0.0447738760747383,0.0704908343640927,2026-09-03 00:00:00,2026-09-04,defensive_mode,ABOVE_MA200_RISK_ON,14012.400390625,13345.536528320312,False,volume_heavy,10,True,SELL,66.44,2026-09,0.0,0.5,0.0165587180530183
ASELS.IS,0.0966113914924298,0.0475206611570246,0.1418918918918918,-0.01742050734174,1.0,0.0303707714376999,0.1411764705882353,0.1294117647058823,0.1147058823529411,0.1441176470588235,0.0852941176470588,0.0029411764705882,0.6176470588235294,7,volume_heavy,0.2285714285714285,0.2095238095238095,0.1857142857142856,0.2333333333333333,0.1380952380952381,0.0047619047619047,-0.0060688405797101,0.0919577026412617,0.1760202809935627,2026-09-03 00:00:00,2026-09-04,defensive_mode,ABOVE_MA200_RISK_ON,14012.400390625,13345.536528320312,False,volume_heavy,10,True,BUY,66.44,2026-09,0.0,0.5,0.0165587180530183
GARAN.IS,0.0131071471722592,0.051199951171875,-0.0136364734917873,0.0581188889856323,0.5,0.0172403204706143,0.088235294117647,0.1411764705882353,0.0794117647058823,0.2058823529411764,0.0558823529411764,0.0411764705882352,0.6117647058823529,8,volume_heavy,0.1442307692307692,0.2307692307692308,0.1298076923076923,0.3365384615384615,0.0913461538461538,0.0673076923076923,-0.0217475887738314,0.0331174361060366,0.1359379159729423,2026-09-03 00:00:00,2026-09-04,defensive_mode,ABOVE_MA200_RISK_ON,14012.400390625,13345.536528320312,False,volume_heavy,10,True,BUY,66.44,2026-09,0.0,0.5,0.0165587180530183
PETKM.IS,-0.0009881649204468,-0.0297505198989361,0.0830208479232221,-0.0151103504099816,1.0,0.0273116628828433,0.0794117647058823,0.0941176470588235,0.1058823529411764,0.1647058823529411,0.0852941176470588,0.0058823529411764,0.5352941176470588,9,volume_heavy,0.1483516483516483,0.1758241758241758,0.1978021978021978,0.3076923076923077,0.1593406593406593,0.0109890109890109,-0.0508568307647213,-0.0154185299195158,0.0631579224752973,2026-09-03 00:00:00,2026-09-04,defensive_mode,ABOVE_MA200_RISK_ON,14012.400390625,13345.536528320312,False,volume_heavy,10,True,SELL,66.44,2026-09,0.0,0.5,0.0165587180530183
YKBNK.IS,0.0472579581175602,0.0684524748871429,-0.0249863709008839,-0.0262978664694966,0.5,0.0255935864719296,0.1058823529411764,0.1529411764705882,0.0705882352941176,0.1235294117647058,0.0558823529411764,0.0117647058823529,0.5205882352941177,10,volume_heavy,0.2033898305084745,0.2937853107344633,0.135593220338983,0.2372881355932203,0.1073446327683615,0.0225988700564971,-0.104751646118041,0.0,0.11008530275284,2026-09-03 00:00:00,2026-09-04,defensive_mode,ABOVE_MA200_RISK_ON,14012.400390625,13345.536528320312,False,volume_heavy,10,True,HOLD,66.44,2026-09,0.0,0.5,0.0165587180530183
TCELL.IS,-0.0808753579772216,-0.0808753579772216,-0.1297297434763865,0.2036636651574839,0.0,0.020767963471301,0.0352941176470588,0.0705882352941176,0.0352941176470588,0.3088235294117646,0.0235294117647058,0.0235294117647058,0.4970588235294118,11,volume_heavy,0.0710059171597633,0.1420118343195266,0.0710059171597633,0.621301775147929,0.0473372781065088,0.0473372781065088,-0.0426869902843163,0.0163071580494242,0.0600558706830742,2026-09-03 00:00:00,2026-09-04,defensive_mode,ABOVE_MA200_RISK_ON,14012.400390625,13345.536528320312,False,volume_heavy,10,False,EXCLUDE,66.44,2026-09,0.0,0.5,0.0165587180530183
SISE.IS,-0.0885956277851268,-0.1366071213416904,-0.0494246709928057,0.1424671418571628,0.0,0.0188806590576912,0.0264705882352941,0.0235294117647058,0.0529411764705882,0.2676470588235293,0.0235294117647058,0.0323529411764705,0.426470588235294,12,volume_heavy,0.0620689655172413,0.0551724137931034,0.1241379310344827,0.6275862068965516,0.0551724137931034,0.0758620689655172,-0.040262164162273,0.0258272542822017,0.1130617205690369,2026-09-03 00:00:00,2026-09-04,defensive_mode,ABOVE_MA200_RISK_ON,14012.400390625,13345.536528320312,False,volume_heavy,10,False,EXCLUDE,66.44,2026-09,0.0,0.5,0.0165587180530183
THYAO.IS,-0.071656050955414,-0.0185185185185184,0.0130321459600346,-0.0481065019991967,0.0,0.0184925189907912,0.0441176470588235,0.1058823529411764,0.0970588235294117,0.0411764705882352,0.0235294117647058,0.0352941176470588,0.3470588235294117,13,volume_heavy,0.1271186440677966,0.3050847457627119,0.2796610169491526,0.1186440677966101,0.0677966101694915,0.1016949152542373,0.020743956819235,0.1028940851473592,0.1430808879540743,2026-09-03 00:00:00,2026-09-04,defensive_mode,ABOVE_MA200_RISK_ON,14012.400390625,13345.536528320312,False,volume_heavy,10,False,EXCLUDE,66.44,2026-09,0.0,0.5,0.0165587180530183
TOASO.IS,-0.0085632730732635,-0.1139455782312924,-0.0398274041957743,-0.0404194782553188,0.0,0.0221933836514507,0.0705882352941176,0.0588235294117647,0.0617647058823529,0.0823529411764705,0.0235294117647058,0.0205882352941176,0.3176470588235294,14,volume_heavy,0.2222222222222221,0.1851851851851851,0.1944444444444444,0.2592592592592592,0.074074074074074,0.0648148148148148,-0.0507906722887295,0.0228670835813538,0.1168631372323745,2026-09-03 00:00:00,2026-09-04,defensive_mode,ABOVE_MA200_RISK_ON,14012.400390625,13345.536528320312,False,volume_heavy,10,False,EXCLUDE,66.44,2026-09,0.0,0.5,0.0165587180530183
FROTO.IS,-0.0596643331814092,-0.1223897424114516,-0.2741528394946593,-0.0441209487327561,0.0,0.0153563694919625,0.0529411764705882,0.0352941176470588,0.0088235294117647,0.0617647058823529,0.0235294117647058,0.0470588235294117,0.2294117647058823,15,volume_heavy,0.2307692307692307,0.1538461538461538,0.0384615384615384,0.2692307692307693,0.1025641025641025,0.2051282051282051,-0.0051226050173401,0.0649744697948437,0.1086373974142858,2026-09-03 00:00:00,2026-09-04,defensive_mode,ABOVE_MA200_RISK_ON,14012.400390625,13345.536528320312,False,volume_heavy,10,False,EXCLUDE,66.44,2026-09,0.0,0.5,0.0165587180530183
ARCLK.IS,-0.0942915407123086,-0.1398838736761376,-0.2024237230061375,-0.026377426136172,0.0,0.0122421878126867,0.0176470588235294,0.0117647058823529,0.0176470588235294,0.1029411764705882,0.0235294117647058,0.05,0.2235294117647058,16,volume_heavy,0.0789473684210526,0.0526315789473684,0.0789473684210526,0.4605263157894737,0.1052631578947368,0.2236842105263158,-0.0090464127619164,0.029948947983406,0.114356431446705,2026-09-03 00:00:00,2026-09-04,defensive_mode,ABOVE_MA200_RISK_ON,14012.400390625,13345.536528320312,False,volume_heavy,10,False,EXCLUDE,66.44,2026-09,0.0,0.5,0.0165587180530183
PGSUS.IS,-0.053035163270018,-0.1209964912026658,-0.1848185123184503,-0.0977297857497757,0.0,0.0179509593878109,0.0617647058823529,0.0470588235294117,0.0264705882352941,0.0205882352941176,0.0235294117647058,0.038235294117647,0.2176470588235294,17,volume_heavy,0.2837837837837837,0.2162162162162162,0.1216216216216216,0.0945945945945945,0.1081081081081081,0.1756756756756756,-0.0090464127619164,0.029948947983406,0.114356431446705,2026-09-03 00:00:00,2026-09-04,defensive_mode,ABOVE_MA200_RISK_ON,14012.400390625,13345.536528320312,False,volume_heavy,10,False,EXCLUDE,66.44,2026-09,0.0,0.5,0.0165587180530183
