category,model,period,portfolio_size,transaction_cost,selection_score,strategy_total_return,bist100_total_return,excess_return_over_benchmark,strategy_max_drawdown,bist100_max_drawdown,win_rate,validation_score,out_of_sample_score,out_of_sample_stability,portfolio_consistency,robust_score
best_model_by_validation,trend_following,validation,3,0.002,2.210030620757448,5.3727370107275245,3.2415637612067236,2.131173249520801,-0.11682131438167653,-0.1617839465479347,0.625,,,,,
