policy_id,policy_name,months,total_return,bist100_total_return,cagr,bist100_cagr,excess_cagr,max_drawdown,bist100_max_drawdown,sharpe_proxy,monthly_win_rate_vs_bist100,average_monthly_excess_return,worst_month,worst_month_excess,best_month,best_month_excess,average_turnover,average_trades_per_month,cash_months,average_holdings,transaction_cost_impact
BENCHMARK,BIST100 benchmark,37,0.8647873952544249,0.8647873952544249,0.23080484723275974,0.23080484723275974,0.0,-0.177169978461988,-0.177169978461988,0.9797886246541984,0.0,0.0,2023-07,0.0,2023-07,0.0,0.0,0.0,0,0.0,0.0
OLD_TOP3,Old absolute-score Top3,37,1.2652656942481828,0.8647873952544249,0.313245883604538,0.23080484723275974,0.08244103637177824,-0.3161711870613223,-0.177169978461988,0.8856220622096861,0.5135135135135135,0.00890141083909287,2024-03,-0.145602037609304,2023-09,0.24160108925761498,1.2882882882882885,3.864864864864865,8,2.3513513513513513,0.09533333333333334
RS_TOP10,BIST100 relative-strength survival Top10,37,2.0130662104192143,0.8647873952544249,0.44421927660181515,0.23080484723275974,0.21341442936905541,-0.1651508162216404,-0.177169978461988,1.195513362215306,0.6216216216216216,0.0156671399873511,2025-06,-0.11893791534260201,2023-08,0.22381109731047522,1.037837837837838,10.378378378378379,8,7.837837837837838,0.07680000000000001
RS_TOP3,BIST100 relative-strength survival Top3,37,1.5646227899335874,0.8647873952544249,0.3687056688951851,0.23080484723275974,0.13790082166242534,-0.3330420853180722,-0.177169978461988,0.8601378062710463,0.5135135135135135,0.015114850532020387,2023-12,-0.15950876979735085,2023-11,0.3880718726935543,1.3063063063063063,3.918918918918919,8,2.3513513513513513,0.09666666666666666
RS_TOP5,BIST100 relative-strength survival Top5,37,1.218412722398463,0.8647873952544249,0.30413075852434646,0.23080484723275974,0.07332591129158672,-0.2322927488537454,-0.177169978461988,0.807662601709141,0.5135135135135135,0.009457357805866906,2023-12,-0.13800470376187704,2023-08,0.2913002752450405,1.2054054054054055,6.027027027027027,8,3.918918918918919,0.08920000000000002
RS_TOP5_NO_CASH,Survival Top5 without MA200 cash filter,37,2.761163215488648,0.8647873952544249,0.5549997227256123,0.23080484723275974,0.32419487549285253,-0.2322927488537455,-0.177169978461988,1.1935957613813843,0.5945945945945946,0.024739050835484108,2023-12,-0.13800470376187704,2023-08,0.2913002752450405,1.454054054054054,7.27027027027027,0,5.0,0.10760000000000002
