policy_id,policy_name,start_date,end_date,risk_on,cash_mode,holdings,selected_symbols,gross_return,transaction_cost_impact,net_return,benchmark_return,excess_return,turnover,trades,equity,benchmark_equity
BENCHMARK,BIST100 benchmark,2024-09-02,2024-10-01,True,False,0,,-0.07507270986854753,0.0,-0.07507270986854753,-0.07507270986854753,0.0,0.0,0,1.6311465279926607,1.6311465279926607
BENCHMARK,BIST100 benchmark,2024-10-01,2024-11-01,False,False,0,,-0.049854536196143995,0.0,-0.049854536196143995,-0.049854536196143995,0.0,0.0,0,1.549826474371636,1.549826474371636
BENCHMARK,BIST100 benchmark,2024-11-01,2024-12-02,False,False,0,,0.08960032938412388,0.0,0.08960032938412388,0.08960032938412388,0.0,0.0,0,1.68869143696357,1.68869143696357
BENCHMARK,BIST100 benchmark,2024-12-02,2025-01-02,False,False,0,,0.028943067222292118,0.0,0.028943067222292118,0.028943067222292118,0.0,0.0,0,1.7375673467413155,1.7375673467413155
BENCHMARK,BIST100 benchmark,2025-01-02,2025-02-03,True,False,0,,-0.018762554144150623,0.0,-0.018762554144150623,-0.018762554144150623,0.0,0.0,0,1.7049661453189735,1.7049661453189735
BENCHMARK,BIST100 benchmark,2025-02-03,2025-03-03,False,False,0,,0.01398540683607341,0.0,0.01398540683607341,0.01398540683607341,0.0,0.0,0,1.7288107905029912,1.7288107905029912
BENCHMARK,BIST100 benchmark,2025-03-03,2025-04-02,False,False,0,,-0.03912783951619636,0.0,-0.03912783951619636,-0.03912783951619636,0.0,0.0,0,1.6611661593383216,1.6611661593383216
BENCHMARK,BIST100 benchmark,2025-04-02,2025-05-02,False,False,0,,-0.03735051360224828,0.0,-0.03735051360224828,-0.03735051360224828,0.0,0.0,0,1.599120750108361,1.599120750108361
BENCHMARK,BIST100 benchmark,2025-05-02,2025-06-02,False,False,0,,-0.017310865898019223,0.0,-0.017310865898019223,-0.017310865898019223,0.0,0.0,0,1.5714385852484953,1.5714385852484953
BENCHMARK,BIST100 benchmark,2025-06-02,2025-07-01,False,False,0,,0.11893791534260201,0.0,0.11893791534260201,0.11893791534260201,0.0,0.0,0,1.7583422146668792,1.7583422146668792
BENCHMARK,BIST100 benchmark,2025-07-01,2025-08-01,True,False,0,,0.06612834864407313,0.0,0.06612834864407313,0.06612834864407313,0.0,0.0,0,1.8746184816739624,1.8746184816739624
BENCHMARK,BIST100 benchmark,2025-08-01,2025-09-01,True,False,0,,0.04960076766013599,0.0,0.04960076766013599,0.04960076766013599,0.0,0.0,0,1.9676009974348696,1.9676009974348696
BENCHMARK,BIST100 benchmark,2025-09-01,2025-10-01,True,False,0,,-0.005301401124778393,0.0,-0.005301401124778393,-0.005301401124778393,0.0,0.0,0,1.9571699552939532,1.9571699552939532
BENCHMARK,BIST100 benchmark,2025-10-01,2025-11-03,True,False,0,,-0.014242152716157475,0.0,-0.014242152716157475,-0.014242152716157475,0.0,0.0,0,1.9292956418991816,1.9292956418991816
BENCHMARK,BIST100 benchmark,2025-11-03,2025-12-01,True,False,0,,0.005072113792783828,0.0,0.005072113792783828,0.005072113792783828,0.0,0.0,0,1.9390812489348161,1.9390812489348161
BENCHMARK,BIST100 benchmark,2025-12-01,2026-01-02,True,False,0,,0.03435437328520674,0.0,0.03435437328520674,0.03435437328520674,0.0,0.0,0,2.0056971699910675,2.0056971699910675
BENCHMARK,BIST100 benchmark,2026-01-02,2026-02-02,True,False,0,,0.18459955622223956,0.0,0.18459955622223956,0.18459955622223956,0.0,0.0,0,2.37594797748762,2.37594797748762
BENCHMARK,BIST100 benchmark,2026-02-02,2026-03-02,True,False,0,,-0.020160018308127192,0.0,-0.020160018308127192,-0.020160018308127192,0.0,0.0,0,2.328048822762312,2.328048822762312
BENCHMARK,BIST100 benchmark,2026-03-02,2026-04-01,True,False,0,,-0.03060750374962118,0.0,-0.03060750374962118,-0.03060750374962118,0.0,0.0,0,2.256793059690313,2.256793059690313
BENCHMARK,BIST100 benchmark,2026-04-01,2026-05-04,True,False,0,,0.11065931685387143,0.0,0.11065931685387143,0.11065931685387143,0.0,0.0,0,2.5065282379562017,2.5065282379562017
BENCHMARK,BIST100 benchmark,2026-05-04,2026-06-01,True,False,0,,-0.04631998298273743,0.0,-0.04631998298273743,-0.04631998298273743,0.0,0.0,0,2.3904258926283197,2.3904258926283197
BENCHMARK,BIST100 benchmark,2026-06-01,2026-06-24,True,False,0,,0.04576767332986709,0.0,0.04576767332986709,0.04576767332986709,0.0,0.0,0,2.4998301240013885,2.4998301240013885
OLD_TOP3,Old absolute-score Top3,2023-06-26,2023-07-03,True,False,3,"MAVI.IS, CIMSA.IS, YKBNK.IS",0.06429501818338738,0.002,0.06229501818338738,0.04925952546977386,0.013035492713613525,1.0,3,1.0622950181833875,1.0492595254697739
OLD_TOP3,Old absolute-score Top3,2023-07-03,2023-08-01,True,False,3,"MAVI.IS, PGSUS.IS, CIMSA.IS",0.21919840131924548,0.0013333333333333333,0.21786506798591215,0.1917111315614588,0.02615393642445335,0.6666666666666666,2,1.293731994541007,1.2504142563992235
OLD_TOP3,Old absolute-score Top3,2023-08-01,2023-09-01,True,False,3,"YEOTK.IS, TURSG.IS, SMRTG.IS",0.20412631311955312,0.004,0.20012631311955312,0.12381947836014007,0.07630683475941305,2.0,6,1.5526418087733047,1.405239897360658
OLD_TOP3,Old absolute-score Top3,2023-09-01,2023-10-02,True,False,3,"TURSG.IS, ANSGR.IS, AGHOL.IS",0.29775520546987,0.0026666666666666666,0.29508853880320335,0.05348744954558837,0.24160108925761498,1.3333333333333333,4,2.010808611408982,1.4804025954701838
OLD_TOP3,Old absolute-score Top3,2023-10-02,2023-11-01,True,False,3,"BTCIM.IS, CIMSA.IS, ULKER.IS",-0.025456960027609665,0.004,-0.029456960027609665,-0.11292566187860464,0.08346870185099498,2.0,6,1.9515763025195343,1.313227152529909
OLD_TOP3,Old absolute-score Top3,2023-11-01,2023-12-01,True,False,3,"BSOKE.IS, KONYA.IS, BRSAN.IS",0.19740285880698374,0.004,0.19340285880698374,0.06610789603210843,0.12729496277487531,2.0,6,2.3290167386067755,1.4000418365958982
OLD_TOP3,Old absolute-score Top3,2023-12-01,2024-01-02,True,False,3,"EGEEN.IS, BFREN.IS, KONYA.IS",-0.15013738687724607,0.0026666666666666666,-0.15280405354391274,-0.050085367393092994,-0.10271868615081975,1.3333333333333333,4,1.9731335401760366,1.329920226844292
OLD_TOP3,Old absolute-score Top3,2024-01-02,2024-02-01,True,False,3,"AEFES.IS, CCOLA.IS, AKBNK.IS",0.0833179058069035,0.004,0.0793179058069035,0.13401884647733775,-0.05470094067043425,2.0,6,2.1296383604601616,1.5081546015528433
OLD_TOP3,Old absolute-score Top3,2024-02-01,2024-03-01,True,False,3,"KCAER.IS, EKGYO.IS, SDTTR.IS",0.16145478749273623,0.004,0.15745478749273623,0.052173933668934636,0.10528085382380159,2.0,6,2.464960115942796,1.5868409596967599
OLD_TOP3,Old absolute-score Top3,2024-03-01,2024-04-01,True,False,3,"MIATK.IS, KCAER.IS, BERA.IS",-0.1363070537134463,0.0026666666666666666,-0.138973720380113,0.0066283190438629624,-0.14560203942397595,1.3333333333333333,4,2.1223954380416306,1.5973590478494997
OLD_TOP3,Old absolute-score Top3,2024-04-01,2024-05-02,True,False,3,"GOLTS.IS, BSOKE.IS, MPARK.IS",0.08821427684228338,0.004,0.08421427684228337,0.11479125498681375,-0.03057697814453038,2.0,6,2.3011314350296677,1.7807218976166856
OLD_TOP3,Old absolute-score Top3,2024-05-02,2024-06-03,True,False,3,"GOLTS.IS, KARSN.IS, TAVHL.IS",-0.06210346141205366,0.0026666666666666666,-0.06477012807872033,0.03409831624425297,-0.0988684443229733,1.3333333333333333,4,2.1520868572568266,1.8414415160246858
OLD_TOP3,Old absolute-score Top3,2024-06-03,2024-07-01,True,False,3,"ANHYT.IS, TURSG.IS, ULKER.IS",0.1073751353950062,0.004,0.1033751353950062,-0.02022394600015953,0.12359908139516573,2.0,6,2.374559127507564,1.8042003022421507
OLD_TOP3,Old absolute-score Top3,2024-07-01,2024-08-01,True,False,3,"ANHYT.IS, ULKER.IS, AEFES.IS",0.03706415410753169,0.0013333333333333333,0.035730820774198355,0.04397042416062047,-0.008239603386422115,0.6666666666666666,2,2.459404074110274,1.8835317548024577
OLD_TOP3,Old absolute-score Top3,2024-08-01,2024-09-02,True,False,3,"BSOKE.IS, AEFES.IS, GARAN.IS",0.07621630747564156,0.0026666666666666666,0.0735496408089749,-0.06370557813260957,0.1372552189415845,1.3333333333333333,4,2.640292360365214,1.7635402754316385
OLD_TOP3,Old absolute-score Top3,2024-09-02,2024-10-01,True,False,3,"BTCIM.IS, BSOKE.IS, CIMSA.IS",-0.201221419802968,0.0026666666666666666,-0.2038880864696347,-0.07507270986854753,-0.12881537660108716,1.3333333333333333,4,2.101968203289956,1.6311465279926607
OLD_TOP3,Old absolute-score Top3,2024-10-01,2024-11-01,False,True,0,,0.0,0.002,-0.002,-0.049854536196143995,0.04785453619614399,1.0,3,2.097764266883376,1.549826474371636
OLD_TOP3,Old absolute-score Top3,2024-11-01,2024-12-02,False,True,0,,0.0,0.0,0.0,0.08960032938412388,-0.08960032938412388,0.0,0,2.097764266883376,1.68869143696357
OLD_TOP3,Old absolute-score Top3,2024-12-02,2025-01-02,False,True,0,,0.0,0.0,0.0,0.028943067222292118,-0.028943067222292118,0.0,0,2.097764266883376,1.7375673467413155
OLD_TOP3,Old absolute-score Top3,2025-01-02,2025-02-03,True,False,3,"LMKDC.IS, OYAKC.IS, TURSG.IS",-0.0077912547881991605,0.002,-0.009791254788199161,-0.018762554144150623,0.008971299355951461,1.0,3,2.077224522460741,1.7049661453189735
OLD_TOP3,Old absolute-score Top3,2025-02-03,2025-03-03,False,True,0,,0.0,0.002,-0.002,0.01398540683607341,-0.015985406836073413,1.0,3,2.0730700734158196,1.7288107905029912
OLD_TOP3,Old absolute-score Top3,2025-03-03,2025-04-02,False,True,0,,0.0,0.0,0.0,-0.03912783951619636,0.03912783951619636,0.0,0,2.0730700734158196,1.6611661593383216
OLD_TOP3,Old absolute-score Top3,2025-04-02,2025-05-02,False,True,0,,0.0,0.0,0.0,-0.03735051360224828,0.03735051360224828,0.0,0,2.0730700734158196,1.599120750108361
OLD_TOP3,Old absolute-score Top3,2025-05-02,2025-06-02,False,True,0,,0.0,0.0,0.0,-0.017310865898019223,0.017310865898019223,0.0,0,2.0730700734158196,1.5714385852484953
OLD_TOP3,Old absolute-score Top3,2025-06-02,2025-07-01,False,True,0,,0.0,0.0,0.0,0.11893791534260201,-0.11893791534260201,0.0,0,2.0730700734158196,1.7583422146668792
OLD_TOP3,Old absolute-score Top3,2025-07-01,2025-08-01,True,False,3,"A1CAP.IS, AKFGY.IS, EKGYO.IS",0.10191515666750546,0.002,0.09991515666750546,0.06612834864407313,0.03378680802343233,1.0,3,2.2802011945838783,1.8746184816739624
OLD_TOP3,Old absolute-score Top3,2025-08-01,2025-09-01,True,False,3,"HEKTS.IS, OTKAR.IS, KLSER.IS",0.0006111442296654612,0.004,-0.003388855770334539,0.04960076766013599,-0.052989623430470534,2.0,6,2.272473921608089,1.9676009974348696
OLD_TOP3,Old absolute-score Top3,2025-09-01,2025-10-01,True,False,3,"CANTE.IS, SKBNK.IS, BRSAN.IS",-0.1305020117682113,0.004,-0.1345020117682113,-0.005301401124778393,-0.1292006106434329,2.0,6,1.9668216074610045,1.9571699552939532
OLD_TOP3,Old absolute-score Top3,2025-10-01,2025-11-03,True,False,3,"QUAGR.IS, CWENE.IS, KONTR.IS",-0.026163649669691535,0.004,-0.030163649669691536,-0.014242152716157475,-0.01592149695353406,2.0,6,1.9074950895307712,1.9292956418991816
OLD_TOP3,Old absolute-score Top3,2025-11-03,2025-12-01,True,False,3,"TURSG.IS, AKSEN.IS, PASEU.IS",-0.049466506671980603,0.004,-0.05346650667198061,0.005072113792783828,-0.058538620464764435,2.0,6,1.8055079905996039,1.9390812489348161
OLD_TOP3,Old absolute-score Top3,2025-12-01,2026-01-02,True,False,3,"ALARK.IS, TURSG.IS, VAKBN.IS",0.04504841243861376,0.0026666666666666666,0.042381745771947095,0.03435437328520674,0.008027372486740354,1.3333333333333333,4,1.8820285712464153,2.0056971699910675
OLD_TOP3,Old absolute-score Top3,2026-01-02,2026-02-02,True,False,3,"ASTOR.IS, AYDEM.IS, ALARK.IS",0.13277731293163872,0.0026666666666666666,0.13011064626497204,0.18459955622223956,-0.05448890995726752,1.3333333333333333,4,2.126900524940428,2.37594797748762
OLD_TOP3,Old absolute-score Top3,2026-02-02,2026-03-02,True,False,3,"BSOKE.IS, ASELS.IS, KTLEV.IS",0.06109261672080176,0.004,0.057092616720801764,-0.020160018308127192,0.07725263502892896,2.0,6,2.248330841414124,2.328048822762312
OLD_TOP3,Old absolute-score Top3,2026-03-02,2026-04-01,True,False,3,"SDTTR.IS, AKCNS.IS, A1CAP.IS",-0.13617857133829078,0.004,-0.14017857133829079,-0.03060750374962118,-0.10957106758866961,2.0,6,1.9331630361688747,2.256793059690313
OLD_TOP3,Old absolute-score Top3,2026-04-01,2026-05-04,True,False,3,"TUPRS.IS, YEOTK.IS, KTLEV.IS",0.21447564353390622,0.004,0.21047564353390621,0.11065931685387143,0.09981632668003479,2.0,6,2.3400467702624783,2.5065282379562017
OLD_TOP3,Old absolute-score Top3,2026-05-04,2026-06-01,True,False,3,"EUPWR.IS, ASTOR.IS, TKFEN.IS",0.1842987686010611,0.004,0.1802987686010611,-0.04631998298273743,0.22661875158379852,2.0,6,2.7619543214096933,2.3904258926283197
OLD_TOP3,Old absolute-score Top3,2026-06-01,2026-06-24,True,False,3,"YEOTK.IS, EUPWR.IS, GESAN.IS",0.038542462766592234,0.0026666666666666666,0.03587579609992557,0.04576767332986709,-0.009891877229941518,1.3333333333333333,4,2.861041631481896,2.4998301240013885
RS_TOP3,BIST100 relative-strength survival Top3,2023-06-26,2023-07-03,True,False,3,"MAVI.IS, THYAO.IS, CIMSA.IS",0.09629549197053973,0.002,0.09429549197053973,0.04925952546977386,0.04503596650076587,1.0,3,1.0942954919705397,1.0492595254697739
RS_TOP3,BIST100 relative-strength survival Top3,2023-07-03,2023-08-01,True,False,3,"THYAO.IS, MAVI.IS, PGSUS.IS",0.1433698088441114,0.0013333333333333333,0.14203647551077808,0.1917111315614588,-0.04967465605068072,0.6666666666666666,2,1.2497253668173682,1.2504142563992235
RS_TOP3,BIST100 relative-strength survival Top3,2023-08-01,2023-09-01,True,False,3,"YEOTK.IS, TTRAK.IS, TURSG.IS",0.28473046044536376,0.004,0.28073046044536376,0.12381947836014007,0.1569109820852237,2.0,6,1.6005613444742592,1.405239897360658
RS_TOP3,BIST100 relative-strength survival Top3,2023-09-01,2023-10-02,True,False,3,"ISMEN.IS, BRSAN.IS, SOKM.IS",-0.050004590517277646,0.004,-0.05400459051727764,0.05348744954558837,-0.10749204006286601,2.0,6,1.5141236844681434,1.4804025954701838
RS_TOP3,BIST100 relative-strength survival Top3,2023-10-02,2023-11-01,True,False,3,"YEOTK.IS, BTCIM.IS, ANSGR.IS",0.12203516737441016,0.004,0.11803516737441015,-0.11292566187860464,0.2309608292530148,2.0,6,1.6928435269898994,1.313227152529909
RS_TOP3,BIST100 relative-strength survival Top3,2023-11-01,2023-12-01,True,False,3,"BSOKE.IS, BTCIM.IS, KONYA.IS",0.4568464353923292,0.0026666666666666666,0.45417976872566257,0.06610789603210843,0.38807187269355414,1.3333333333333333,4,2.461698808566907,1.4000418365958982
RS_TOP3,BIST100 relative-strength survival Top3,2023-12-01,2024-01-02,True,False,3,"BTCIM.IS, BSOKE.IS, EGEEN.IS",-0.20826082622172737,0.0013333333333333333,-0.2095941595550607,-0.050085367393092994,-0.1595087921619677,0.6666666666666666,2,1.9457411157076319,1.329920226844292
RS_TOP3,BIST100 relative-strength survival Top3,2024-01-02,2024-02-01,True,False,3,"CCOLA.IS, AEFES.IS, AKBNK.IS",0.0833179058069035,0.004,0.0793179058069035,0.13401884647733775,-0.05470094067043425,2.0,6,2.1000732262479493,1.5081546015528433
RS_TOP3,BIST100 relative-strength survival Top3,2024-02-01,2024-03-01,True,False,3,"KCAER.IS, TTKOM.IS, BIMAS.IS",0.10470812822817317,0.004,0.10070812822817317,0.052173933668934636,0.04853419455923853,2.0,6,2.311567670005481,1.5868409596967599
RS_TOP3,BIST100 relative-strength survival Top3,2024-03-01,2024-04-01,True,False,3,"MIATK.IS, KCAER.IS, BERA.IS",-0.1363070537134463,0.0026666666666666666,-0.138973720380113,0.0066283190438629624,-0.14560203942397595,1.3333333333333333,4,1.99032051099443,1.5973590478494997
RS_TOP3,BIST100 relative-strength survival Top3,2024-04-01,2024-05-02,True,False,3,"BSOKE.IS, KCHOL.IS, GOLTS.IS",0.09058478527219227,0.004,0.08658478527219227,0.11479125498681375,-0.028206469714621485,2.0,6,2.1626519850617227,1.7807218976166856
RS_TOP3,BIST100 relative-strength survival Top3,2024-05-02,2024-06-03,True,False,3,"TAVHL.IS, KARSN.IS, AKBNK.IS",0.04347182864666477,0.004,0.039471828646664764,0.03409831624425297,0.005373512402411795,2.0,6,2.2480158136384487,1.8414415160246858
RS_TOP3,BIST100 relative-strength survival Top3,2024-06-03,2024-07-01,True,False,3,"ANHYT.IS, GARAN.IS, TURSG.IS",0.06448931674920277,0.004,0.06048931674920277,-0.02022394600015953,0.0807132627493623,2.0,6,2.3839967542468417,1.8042003022421507
RS_TOP3,BIST100 relative-strength survival Top3,2024-07-01,2024-08-01,True,False,3,"ANHYT.IS, MAVI.IS, BSOKE.IS",0.10070309667327648,0.0026666666666666666,0.09803643000660982,0.04397042416062047,0.05406600584598935,1.3333333333333333,4,2.617715285180547,1.8835317548024577
RS_TOP3,BIST100 relative-strength survival Top3,2024-08-01,2024-09-02,True,False,3,"BSOKE.IS, GARAN.IS, AGHOL.IS",0.05977344825304798,0.0026666666666666666,0.057106781586381314,-0.06370557813260957,0.12081235971899089,1.3333333333333333,4,2.7672045802266845,1.7635402754316385
RS_TOP3,BIST100 relative-strength survival Top3,2024-09-02,2024-10-01,True,False,3,"BSOKE.IS, BTCIM.IS, KARSN.IS",-0.20813481627803168,0.0026666666666666666,-0.21080148294469836,-0.07507270986854753,-0.13572877307615083,1.3333333333333333,4,2.1838737511035378,1.6311465279926607
RS_TOP3,BIST100 relative-strength survival Top3,2024-10-01,2024-11-01,False,True,0,,0.0,0.002,-0.002,-0.049854536196143995,0.04785453619614399,1.0,3,2.1795060036013307,1.549826474371636
RS_TOP3,BIST100 relative-strength survival Top3,2024-11-01,2024-12-02,False,True,0,,0.0,0.0,0.0,0.08960032938412388,-0.08960032938412388,0.0,0,2.1795060036013307,1.68869143696357
RS_TOP3,BIST100 relative-strength survival Top3,2024-12-02,2025-01-02,False,True,0,,0.0,0.0,0.0,0.028943067222292118,-0.028943067222292118,0.0,0,2.1795060036013307,1.7375673467413155
RS_TOP3,BIST100 relative-strength survival Top3,2025-01-02,2025-02-03,True,False,3,"LMKDC.IS, OYAKC.IS, CIMSA.IS",0.016578112705005237,0.002,0.014578112705005237,-0.018762554144150623,0.03334066684915586,1.0,3,2.211279087763067,1.7049661453189735
RS_TOP3,BIST100 relative-strength survival Top3,2025-02-03,2025-03-03,False,True,0,,0.0,0.002,-0.002,0.01398540683607341,-0.015985406836073413,1.0,3,2.2068565295875406,1.7288107905029912
RS_TOP3,BIST100 relative-strength survival Top3,2025-03-03,2025-04-02,False,True,0,,0.0,0.0,0.0,-0.03912783951619636,0.03912783951619636,0.0,0,2.2068565295875406,1.6611661593383216
RS_TOP3,BIST100 relative-strength survival Top3,2025-04-02,2025-05-02,False,True,0,,0.0,0.0,0.0,-0.03735051360224828,0.03735051360224828,0.0,0,2.2068565295875406,1.599120750108361
RS_TOP3,BIST100 relative-strength survival Top3,2025-05-02,2025-06-02,False,True,0,,0.0,0.0,0.0,-0.017310865898019223,0.017310865898019223,0.0,0,2.2068565295875406,1.5714385852484953
RS_TOP3,BIST100 relative-strength survival Top3,2025-06-02,2025-07-01,False,True,0,,0.0,0.0,0.0,0.11893791534260201,-0.11893791534260201,0.0,0,2.2068565295875406,1.7583422146668792
RS_TOP3,BIST100 relative-strength survival Top3,2025-07-01,2025-08-01,True,False,3,"A1CAP.IS, SKBNK.IS, ENERY.IS",0.0482231932938186,0.002,0.0462231932938186,0.06612834864407313,-0.019905155350254534,1.0,3,2.3088644855263913,1.8746184816739624
RS_TOP3,BIST100 relative-strength survival Top3,2025-08-01,2025-09-01,True,False,3,"OTKAR.IS, HEKTS.IS, AKSEN.IS",-0.001795647122268799,0.004,-0.005795647122268799,0.04960076766013599,-0.05539641478240479,2.0,6,2.295483121715142,1.9676009974348696
RS_TOP3,BIST100 relative-strength survival Top3,2025-09-01,2025-10-01,True,False,3,"SKBNK.IS, CANTE.IS, ENERY.IS",-0.13549254726476148,0.004,-0.13949254726476149,-0.005301401124778393,-0.1341911461399831,2.0,6,1.9752803338638303,1.9571699552939532
RS_TOP3,BIST100 relative-strength survival Top3,2025-10-01,2025-11-03,True,False,3,"QUAGR.IS, CWENE.IS, ECILC.IS",-0.008868584131410414,0.004,-0.012868584131410414,-0.014242152716157475,0.0013735685847470602,2.0,6,1.9498612727043831,1.9292956418991816
RS_TOP3,BIST100 relative-strength survival Top3,2025-11-03,2025-12-01,True,False,3,"PASEU.IS, TURSG.IS, AKSEN.IS",-0.049466506671980603,0.004,-0.05346650667198061,0.005072113792783828,-0.058538620464764435,2.0,6,1.8456090019578977,1.9390812489348161
RS_TOP3,BIST100 relative-strength survival Top3,2025-12-01,2026-01-02,True,False,3,"HALKB.IS, KTLEV.IS, ALARK.IS",0.12362493781251482,0.004,0.11962493781251482,0.03435437328520674,0.08527056452730808,2.0,6,2.0663898640433285,2.0056971699910675
RS_TOP3,BIST100 relative-strength survival Top3,2026-01-02,2026-02-02,True,False,3,"AYDEM.IS, KTLEV.IS, ASTOR.IS",0.38695046104250347,0.0026666666666666666,0.3842837943758368,0.18459955622223956,0.19968423815359726,1.3333333333333333,4,2.8604700016576685,2.37594797748762
RS_TOP3,BIST100 relative-strength survival Top3,2026-02-02,2026-03-02,True,False,3,"KTLEV.IS, BSOKE.IS, ASELS.IS",0.06109261672080176,0.0026666666666666666,0.058425950054135097,-0.020160018308127192,0.07858596836226228,1.3333333333333333,4,3.0275956791058714,2.328048822762312
RS_TOP3,BIST100 relative-strength survival Top3,2026-03-02,2026-04-01,True,False,3,"ASELS.IS, ASTOR.IS, SDTTR.IS",-0.06332481051567966,0.0026666666666666666,-0.06599147718234633,-0.03060750374962118,-0.035383973432725147,1.3333333333333333,4,2.827800167930786,2.256793059690313
RS_TOP3,BIST100 relative-strength survival Top3,2026-04-01,2026-05-04,True,False,3,"KTLEV.IS, YEOTK.IS, TUPRS.IS",0.21447564353390622,0.004,0.21047564353390621,0.11065931685387143,0.09981632668003479,2.0,6,3.422983228061306,2.5065282379562017
RS_TOP3,BIST100 relative-strength survival Top3,2026-05-04,2026-06-01,True,False,3,"ASTOR.IS, TKFEN.IS, KTLEV.IS",0.11044989501946012,0.0026666666666666666,0.10778322835279346,-0.04631998298273743,0.1541032113355309,1.3333333333333333,4,3.79192341097922,2.3904258926283197
RS_TOP3,BIST100 relative-strength survival Top3,2026-06-01,2026-06-24,True,False,3,"YEOTK.IS, EUPWR.IS, GESAN.IS",0.038542462766592234,0.004,0.03454246276659223,0.04576767332986709,-0.011225210563274857,2.0,6,3.922905784216739,2.4998301240013885
RS_TOP5,BIST100 relative-strength survival Top5,2023-06-26,2023-07-03,True,False,5,"MAVI.IS, THYAO.IS, CIMSA.IS, FROTO.IS, KCHOL.IS",0.0632776911929596,0.002,0.0612776911929596,0.04925952546977386,0.012018165723185745,1.0,5,1.0612776911929596,1.0492595254697739
RS_TOP5,BIST100 relative-strength survival Top5,2023-07-03,2023-08-01,True,False,5,"THYAO.IS, MAVI.IS, PGSUS.IS, BRYAT.IS, FROTO.IS",0.1850875834502928,0.0016,0.1834875834502928,0.1917111315614588,-0.00822354811116599,0.8,4,1.256008970119662,1.2504142563992235
RS_TOP5,BIST100 relative-strength survival Top5,2023-08-01,2023-09-01,True,False,5,"YEOTK.IS, TTRAK.IS, TURSG.IS, ISMEN.IS, SDTTR.IS",0.4167198709478436,0.004,0.41271987094784357,0.12381947836014007,0.2889003925877035,2.0,10,1.774388830176783,1.405239897360658
