policy,avg_total_return,avg_excess_return_vs_bist100,avg_max_drawdown,avg_out_of_sample_return,avg_robustness_score,best_combo_count
baseline,2.06243756747352,0.35231267362191326,-0.19027174282388473,0.4197494472532405,0.2807004672683263,1
defensive_mode,1.9895186506390417,0.27939375678743533,-0.19030633876242095,0.3562775414268918,0.19993733787852944,1
reduced_exposure_mode,1.7760687225627985,0.06594382871119207,-0.19310047507609018,0.3179512304205406,-0.011325842146805827,1
cash_mode,1.5504918265139187,-0.15963306733768762,-0.20259538877906774,0.21524692047995245,-0.32363450108551156,1
