date,model,portfolio_size,selected_tickers,ticker_scores,portfolio_return
2023-01-31,volume_heavy,3,"TUPRS.IS, THYAO.IS, ARCLK.IS","TUPRS.IS:0.8618, THYAO.IS:0.7324, ARCLK.IS:0.7059",0.05142845136521368
2023-01-31,volume_heavy,5,"TUPRS.IS, THYAO.IS, ARCLK.IS, TCELL.IS, KCHOL.IS","TUPRS.IS:0.8618, THYAO.IS:0.7324, ARCLK.IS:0.7059, TCELL.IS:0.6412, KCHOL.IS:0.6294",0.0088025420461626
2023-01-31,volume_heavy,10,"TUPRS.IS, THYAO.IS, ARCLK.IS, TCELL.IS, KCHOL.IS, FROTO.IS, PGSUS.IS, EREGL.IS, ASELS.IS, AKBNK.IS","TUPRS.IS:0.8618, THYAO.IS:0.7324, ARCLK.IS:0.7059, TCELL.IS:0.6412, KCHOL.IS:0.6294, FROTO.IS:0.6206, PGSUS.IS:0.6118, EREGL.IS:0.5618, ASELS.IS:0.5382, AKBNK.IS:0.5353",0.030225447440155616
2023-01-31,volume_heavy,15,"TUPRS.IS, THYAO.IS, ARCLK.IS, TCELL.IS, KCHOL.IS, FROTO.IS, PGSUS.IS, EREGL.IS, ASELS.IS, AKBNK.IS, TOASO.IS, SISE.IS, YKBNK.IS, SAHOL.IS, GARAN.IS","TUPRS.IS:0.8618, THYAO.IS:0.7324, ARCLK.IS:0.7059, TCELL.IS:0.6412, KCHOL.IS:0.6294, FROTO.IS:0.6206, PGSUS.IS:0.6118, EREGL.IS:0.5618, ASELS.IS:0.5382, AKBNK.IS:0.5353, TOASO.IS:0.5324, SISE.IS:0.4324, YKBNK.IS:0.3794, SAHOL.IS:0.3647, GARAN.IS:0.3441",0.05051855548144208
2023-02-28,low_volatility,3,"FROTO.IS, SISE.IS, SAHOL.IS","FROTO.IS:0.7382, SISE.IS:0.7324, SAHOL.IS:0.7235",-0.03837556899947551
2023-02-28,low_volatility,5,"FROTO.IS, SISE.IS, SAHOL.IS, PGSUS.IS, KCHOL.IS","FROTO.IS:0.7382, SISE.IS:0.7324, SAHOL.IS:0.7235, PGSUS.IS:0.7147, KCHOL.IS:0.7000",-0.043718114983340925
2023-02-28,low_volatility,10,"FROTO.IS, SISE.IS, SAHOL.IS, PGSUS.IS, KCHOL.IS, EREGL.IS, BIMAS.IS, TUPRS.IS, TOASO.IS, THYAO.IS","FROTO.IS:0.7382, SISE.IS:0.7324, SAHOL.IS:0.7235, PGSUS.IS:0.7147, KCHOL.IS:0.7000, EREGL.IS:0.6588, BIMAS.IS:0.6471, TUPRS.IS:0.5971, TOASO.IS:0.5735, THYAO.IS:0.5529",-0.04213392622724366
2023-02-28,low_volatility,15,"FROTO.IS, SISE.IS, SAHOL.IS, PGSUS.IS, KCHOL.IS, EREGL.IS, BIMAS.IS, TUPRS.IS, TOASO.IS, THYAO.IS, ARCLK.IS, AKBNK.IS, GARAN.IS, YKBNK.IS, ASELS.IS","FROTO.IS:0.7382, SISE.IS:0.7324, SAHOL.IS:0.7235, PGSUS.IS:0.7147, KCHOL.IS:0.7000, EREGL.IS:0.6588, BIMAS.IS:0.6471, TUPRS.IS:0.5971, TOASO.IS:0.5735, THYAO.IS:0.5529, ARCLK.IS:0.5088, AKBNK.IS:0.3838, GARAN.IS:0.3662, YKBNK.IS:0.3515, ASELS.IS:0.3044",-0.01347146996207482
2023-02-28,mixed_model,3,"PGSUS.IS, SISE.IS, TOASO.IS","PGSUS.IS:0.8176, SISE.IS:0.7588, TOASO.IS:0.7559",-0.03043092978859796
2023-02-28,mixed_model,5,"PGSUS.IS, SISE.IS, TOASO.IS, ARCLK.IS, FROTO.IS","PGSUS.IS:0.8176, SISE.IS:0.7588, TOASO.IS:0.7559, ARCLK.IS:0.7147, FROTO.IS:0.6971",-0.005442231219228908
2023-02-28,mixed_model,10,"PGSUS.IS, SISE.IS, TOASO.IS, ARCLK.IS, FROTO.IS, THYAO.IS, SAHOL.IS, EREGL.IS, TUPRS.IS, KCHOL.IS","PGSUS.IS:0.8176, SISE.IS:0.7588, TOASO.IS:0.7559, ARCLK.IS:0.7147, FROTO.IS:0.6971, THYAO.IS:0.6735, SAHOL.IS:0.6294, EREGL.IS:0.6000, TUPRS.IS:0.5794, KCHOL.IS:0.5441",-0.053074053015386445
2023-02-28,mixed_model,15,"PGSUS.IS, SISE.IS, TOASO.IS, ARCLK.IS, FROTO.IS, THYAO.IS, SAHOL.IS, EREGL.IS, TUPRS.IS, KCHOL.IS, ASELS.IS, BIMAS.IS, AKBNK.IS, YKBNK.IS, GARAN.IS","PGSUS.IS:0.8176, SISE.IS:0.7588, TOASO.IS:0.7559, ARCLK.IS:0.7147, FROTO.IS:0.6971, THYAO.IS:0.6735, SAHOL.IS:0.6294, EREGL.IS:0.6000, TUPRS.IS:0.5794, KCHOL.IS:0.5441, ASELS.IS:0.4500, BIMAS.IS:0.4294, AKBNK.IS:0.4059, YKBNK.IS:0.3147, GARAN.IS:0.2294",-0.01347146996207482
2023-02-28,momentum_heavy,3,"PGSUS.IS, TOASO.IS, SISE.IS","PGSUS.IS:0.8382, TOASO.IS:0.8000, SISE.IS:0.7676",-0.03043092978859796
2023-02-28,momentum_heavy,5,"PGSUS.IS, TOASO.IS, SISE.IS, ARCLK.IS, THYAO.IS","PGSUS.IS:0.8382, TOASO.IS:0.8000, SISE.IS:0.7676, ARCLK.IS:0.7500, THYAO.IS:0.7059",-0.05770188954487696
2023-02-28,momentum_heavy,10,"PGSUS.IS, TOASO.IS, SISE.IS, ARCLK.IS, THYAO.IS, FROTO.IS, SAHOL.IS, EREGL.IS, TUPRS.IS, KCHOL.IS","PGSUS.IS:0.8382, TOASO.IS:0.8000, SISE.IS:0.7676, ARCLK.IS:0.7500, THYAO.IS:0.7059, FROTO.IS:0.6971, SAHOL.IS:0.6265, EREGL.IS:0.5941, TUPRS.IS:0.5412, KCHOL.IS:0.5118",-0.053074053015386445
2023-02-28,momentum_heavy,15,"PGSUS.IS, TOASO.IS, SISE.IS, ARCLK.IS, THYAO.IS, FROTO.IS, SAHOL.IS, EREGL.IS, TUPRS.IS, KCHOL.IS, ASELS.IS, BIMAS.IS, AKBNK.IS, YKBNK.IS, PETKM.IS","PGSUS.IS:0.8382, TOASO.IS:0.8000, SISE.IS:0.7676, ARCLK.IS:0.7500, THYAO.IS:0.7059, FROTO.IS:0.6971, SAHOL.IS:0.6265, EREGL.IS:0.5941, TUPRS.IS:0.5412, KCHOL.IS:0.5118, ASELS.IS:0.5103, BIMAS.IS:0.3853, AKBNK.IS:0.3779, YKBNK.IS:0.3162, PETKM.IS:0.2368",-0.03831922955432246
2023-02-28,trend_following,3,"PGSUS.IS, TOASO.IS, SISE.IS","PGSUS.IS:0.8118, TOASO.IS:0.7676, SISE.IS:0.7412",-0.03043092978859796
2023-02-28,trend_following,5,"PGSUS.IS, TOASO.IS, SISE.IS, ARCLK.IS, THYAO.IS","PGSUS.IS:0.8118, TOASO.IS:0.7676, SISE.IS:0.7412, ARCLK.IS:0.7382, THYAO.IS:0.7059",-0.05770188954487696
2023-02-28,trend_following,10,"PGSUS.IS, TOASO.IS, SISE.IS, ARCLK.IS, THYAO.IS, FROTO.IS, SAHOL.IS, TUPRS.IS, EREGL.IS, KCHOL.IS","PGSUS.IS:0.8118, TOASO.IS:0.7676, SISE.IS:0.7412, ARCLK.IS:0.7382, THYAO.IS:0.7059, FROTO.IS:0.6971, SAHOL.IS:0.6382, TUPRS.IS:0.6088, EREGL.IS:0.6088, KCHOL.IS:0.5735",-0.053074053015386445
2023-02-28,trend_following,15,"PGSUS.IS, TOASO.IS, SISE.IS, ARCLK.IS, THYAO.IS, FROTO.IS, SAHOL.IS, TUPRS.IS, EREGL.IS, KCHOL.IS, BIMAS.IS, ASELS.IS, AKBNK.IS, YKBNK.IS, PETKM.IS","PGSUS.IS:0.8118, TOASO.IS:0.7676, SISE.IS:0.7412, ARCLK.IS:0.7382, THYAO.IS:0.7059, FROTO.IS:0.6971, SAHOL.IS:0.6382, TUPRS.IS:0.6088, EREGL.IS:0.6088, KCHOL.IS:0.5735, BIMAS.IS:0.4735, ASELS.IS:0.4265, AKBNK.IS:0.3382, YKBNK.IS:0.2706, PETKM.IS:0.2235",-0.03831922955432246
2023-02-28,volume_heavy,3,"PGSUS.IS, ARCLK.IS, SISE.IS","PGSUS.IS:0.8353, ARCLK.IS:0.7647, SISE.IS:0.7588",-0.07863580772685815
2023-02-28,volume_heavy,5,"PGSUS.IS, ARCLK.IS, SISE.IS, TOASO.IS, TUPRS.IS","PGSUS.IS:0.8353, ARCLK.IS:0.7647, SISE.IS:0.7588, TOASO.IS:0.7529, TUPRS.IS:0.6882",-0.03031236767157286
2023-02-28,volume_heavy,10,"PGSUS.IS, ARCLK.IS, SISE.IS, TOASO.IS, TUPRS.IS, FROTO.IS, THYAO.IS, EREGL.IS, AKBNK.IS, SAHOL.IS","PGSUS.IS:0.8353, ARCLK.IS:0.7647, SISE.IS:0.7588, TOASO.IS:0.7529, TUPRS.IS:0.6882, FROTO.IS:0.6706, THYAO.IS:0.6382, EREGL.IS:0.5676, AKBNK.IS:0.5647, SAHOL.IS:0.5441",-0.04723947617361625
2023-02-28,volume_heavy,15,"PGSUS.IS, ARCLK.IS, SISE.IS, TOASO.IS, TUPRS.IS, FROTO.IS, THYAO.IS, EREGL.IS, AKBNK.IS, SAHOL.IS, KCHOL.IS, BIMAS.IS, ASELS.IS, GARAN.IS, YKBNK.IS","PGSUS.IS:0.8353, ARCLK.IS:0.7647, SISE.IS:0.7588, TOASO.IS:0.7529, TUPRS.IS:0.6882, FROTO.IS:0.6706, THYAO.IS:0.6382, EREGL.IS:0.5676, AKBNK.IS:0.5647, SAHOL.IS:0.5441, KCHOL.IS:0.5000, BIMAS.IS:0.3794, ASELS.IS:0.3618, GARAN.IS:0.3382, YKBNK.IS:0.3000",-0.01347146996207482
2023-03-31,low_volatility,3,"FROTO.IS, BIMAS.IS, KCHOL.IS","FROTO.IS:0.8338, BIMAS.IS:0.7926, KCHOL.IS:0.6750",-0.015961453088150113
2023-03-31,low_volatility,5,"FROTO.IS, BIMAS.IS, KCHOL.IS, TOASO.IS, TUPRS.IS","FROTO.IS:0.8338, BIMAS.IS:0.7926, KCHOL.IS:0.6750, TOASO.IS:0.6426, TUPRS.IS:0.6397",-0.029600249410925893
2023-03-31,low_volatility,10,"FROTO.IS, BIMAS.IS, KCHOL.IS, TOASO.IS, TUPRS.IS, SAHOL.IS, AKBNK.IS, GARAN.IS, SISE.IS, PGSUS.IS","FROTO.IS:0.8338, BIMAS.IS:0.7926, KCHOL.IS:0.6750, TOASO.IS:0.6426, TUPRS.IS:0.6397, SAHOL.IS:0.5956, AKBNK.IS:0.5779, GARAN.IS:0.5779, SISE.IS:0.5750, PGSUS.IS:0.5162",-0.029197042887065615
2023-03-31,low_volatility,15,"FROTO.IS, BIMAS.IS, KCHOL.IS, TOASO.IS, TUPRS.IS, SAHOL.IS, AKBNK.IS, GARAN.IS, SISE.IS, PGSUS.IS, YKBNK.IS, EREGL.IS, ARCLK.IS, TCELL.IS, ASELS.IS","FROTO.IS:0.8338, BIMAS.IS:0.7926, KCHOL.IS:0.6750, TOASO.IS:0.6426, TUPRS.IS:0.6397, SAHOL.IS:0.5956, AKBNK.IS:0.5779, GARAN.IS:0.5779, SISE.IS:0.5750, PGSUS.IS:0.5162, YKBNK.IS:0.4632, EREGL.IS:0.4544, ARCLK.IS:0.3926, TCELL.IS:0.3632, ASELS.IS:0.3191",-0.04360311835211486
2023-03-31,mixed_model,3,"TOASO.IS, FROTO.IS, TUPRS.IS","TOASO.IS:0.8912, FROTO.IS:0.7912, TUPRS.IS:0.7000",-0.06110911003975383
2023-03-31,mixed_model,5,"TOASO.IS, FROTO.IS, TUPRS.IS, BIMAS.IS, AKBNK.IS","TOASO.IS:0.8912, FROTO.IS:0.7912, TUPRS.IS:0.7000, BIMAS.IS:0.6676, AKBNK.IS:0.6441",-0.03788574357841035
2023-03-31,mixed_model,10,"TOASO.IS, FROTO.IS, TUPRS.IS, BIMAS.IS, AKBNK.IS, KCHOL.IS, GARAN.IS, ARCLK.IS, PGSUS.IS, YKBNK.IS","TOASO.IS:0.8912, FROTO.IS:0.7912, TUPRS.IS:0.7000, BIMAS.IS:0.6676, AKBNK.IS:0.6441, KCHOL.IS:0.6324, GARAN.IS:0.6176, ARCLK.IS:0.5912, PGSUS.IS:0.5176, YKBNK.IS:0.5176",-0.03573521283529733
2023-03-31,mixed_model,15,"TOASO.IS, FROTO.IS, TUPRS.IS, BIMAS.IS, AKBNK.IS, KCHOL.IS, GARAN.IS, ARCLK.IS, PGSUS.IS, YKBNK.IS, SISE.IS, ASELS.IS, SAHOL.IS, TCELL.IS, EREGL.IS","TOASO.IS:0.8912, FROTO.IS:0.7912, TUPRS.IS:0.7000, BIMAS.IS:0.6676, AKBNK.IS:0.6441, KCHOL.IS:0.6324, GARAN.IS:0.6176, ARCLK.IS:0.5912, PGSUS.IS:0.5176, YKBNK.IS:0.5176, SISE.IS:0.5176, ASELS.IS:0.4265, SAHOL.IS:0.4176, TCELL.IS:0.3735, EREGL.IS:0.2794",-0.04360311835211486
2023-03-31,momentum_heavy,3,"TOASO.IS, FROTO.IS, TUPRS.IS","TOASO.IS:0.9368, FROTO.IS:0.8103, TUPRS.IS:0.7397",-0.06110911003975383
2023-03-31,momentum_heavy,5,"TOASO.IS, FROTO.IS, TUPRS.IS, ARCLK.IS, AKBNK.IS","TOASO.IS:0.9368, FROTO.IS:0.8103, TUPRS.IS:0.7397, ARCLK.IS:0.6426, AKBNK.IS:0.6397",-0.08270013092723776
2023-03-31,momentum_heavy,10,"TOASO.IS, FROTO.IS, TUPRS.IS, ARCLK.IS, AKBNK.IS, KCHOL.IS, BIMAS.IS, GARAN.IS, PGSUS.IS, SISE.IS","TOASO.IS:0.9368, FROTO.IS:0.8103, TUPRS.IS:0.7397, ARCLK.IS:0.6426, AKBNK.IS:0.6397, KCHOL.IS:0.6309, BIMAS.IS:0.6221, GARAN.IS:0.5926, PGSUS.IS:0.5485, SISE.IS:0.5191",-0.04759199443389091
2023-03-31,momentum_heavy,15,"TOASO.IS, FROTO.IS, TUPRS.IS, ARCLK.IS, AKBNK.IS, KCHOL.IS, BIMAS.IS, GARAN.IS, PGSUS.IS, SISE.IS, YKBNK.IS, ASELS.IS, TCELL.IS, SAHOL.IS, THYAO.IS","TOASO.IS:0.9368, FROTO.IS:0.8103, TUPRS.IS:0.7397, ARCLK.IS:0.6426, AKBNK.IS:0.6397, KCHOL.IS:0.6309, BIMAS.IS:0.6221, GARAN.IS:0.5926, PGSUS.IS:0.5485, SISE.IS:0.5191, YKBNK.IS:0.4868, ASELS.IS:0.4603, TCELL.IS:0.3868, SAHOL.IS:0.3779, THYAO.IS:0.2779",-0.03411492317237088
2023-03-31,trend_following,3,"TOASO.IS, FROTO.IS, BIMAS.IS","TOASO.IS:0.9059, FROTO.IS:0.8235, BIMAS.IS:0.6971",-0.0027951759821076175
2023-03-31,trend_following,5,"TOASO.IS, FROTO.IS, BIMAS.IS, AKBNK.IS, GARAN.IS","TOASO.IS:0.9059, FROTO.IS:0.8235, BIMAS.IS:0.6971, AKBNK.IS:0.6882, GARAN.IS:0.6559",-0.0014245197162397565
2023-03-31,trend_following,10,"TOASO.IS, FROTO.IS, BIMAS.IS, AKBNK.IS, GARAN.IS, TUPRS.IS, YKBNK.IS, ARCLK.IS, KCHOL.IS, SISE.IS","TOASO.IS:0.9059, FROTO.IS:0.8235, BIMAS.IS:0.6971, AKBNK.IS:0.6882, GARAN.IS:0.6559, TUPRS.IS:0.6500, YKBNK.IS:0.5765, ARCLK.IS:0.5735, KCHOL.IS:0.5706, SISE.IS:0.4971",-0.0465839393207649
2023-03-31,trend_following,15,"TOASO.IS, FROTO.IS, BIMAS.IS, AKBNK.IS, GARAN.IS, TUPRS.IS, YKBNK.IS, ARCLK.IS, KCHOL.IS, SISE.IS, PGSUS.IS, ASELS.IS, SAHOL.IS, TCELL.IS, THYAO.IS","TOASO.IS:0.9059, FROTO.IS:0.8235, BIMAS.IS:0.6971, AKBNK.IS:0.6882, GARAN.IS:0.6559, TUPRS.IS:0.6500, YKBNK.IS:0.5765, ARCLK.IS:0.5735, KCHOL.IS:0.5706, SISE.IS:0.4971, PGSUS.IS:0.4971, ASELS.IS:0.4235, SAHOL.IS:0.3941, TCELL.IS:0.3676, THYAO.IS:0.2971",-0.03411492317237088
2023-03-31,volume_heavy,3,"TOASO.IS, GARAN.IS, BIMAS.IS","TOASO.IS:0.9353, GARAN.IS:0.7294, BIMAS.IS:0.7265",0.04354211107838838
2023-03-31,volume_heavy,5,"TOASO.IS, GARAN.IS, BIMAS.IS, AKBNK.IS, FROTO.IS","TOASO.IS:0.9353, GARAN.IS:0.7294, BIMAS.IS:0.7265, AKBNK.IS:0.6941, FROTO.IS:0.6706",-0.0014245197162397565
2023-03-31,volume_heavy,10,"TOASO.IS, GARAN.IS, BIMAS.IS, AKBNK.IS, FROTO.IS, TUPRS.IS, KCHOL.IS, YKBNK.IS, ARCLK.IS, SISE.IS","TOASO.IS:0.9353, GARAN.IS:0.7294, BIMAS.IS:0.7265, AKBNK.IS:0.6941, FROTO.IS:0.6706, TUPRS.IS:0.6412, KCHOL.IS:0.6412, YKBNK.IS:0.6382, ARCLK.IS:0.5971, SISE.IS:0.4824",-0.0465839393207649
2023-03-31,volume_heavy,15,"TOASO.IS, GARAN.IS, BIMAS.IS, AKBNK.IS, FROTO.IS, TUPRS.IS, KCHOL.IS, YKBNK.IS, ARCLK.IS, SISE.IS, SAHOL.IS, PGSUS.IS, ASELS.IS, EREGL.IS, TCELL.IS","TOASO.IS:0.9353, GARAN.IS:0.7294, BIMAS.IS:0.7265, AKBNK.IS:0.6941, FROTO.IS:0.6706, TUPRS.IS:0.6412, KCHOL.IS:0.6412, YKBNK.IS:0.6382, ARCLK.IS:0.5971, SISE.IS:0.4824, SAHOL.IS:0.4206, PGSUS.IS:0.4059, ASELS.IS:0.3824, EREGL.IS:0.3765, TCELL.IS:0.3324",-0.04360311835211486
2023-04-30,low_volatility,3,"BIMAS.IS, FROTO.IS, KCHOL.IS","BIMAS.IS:0.8794, FROTO.IS:0.7574, KCHOL.IS:0.7485",0.0016483767922413181
2023-04-30,low_volatility,5,"BIMAS.IS, FROTO.IS, KCHOL.IS, SAHOL.IS, TOASO.IS","BIMAS.IS:0.8794, FROTO.IS:0.7574, KCHOL.IS:0.7485, SAHOL.IS:0.6926, TOASO.IS:0.6029",0.025720734252328882
2023-04-30,low_volatility,10,"BIMAS.IS, FROTO.IS, KCHOL.IS, SAHOL.IS, TOASO.IS, GARAN.IS, PGSUS.IS, YKBNK.IS, SISE.IS, TCELL.IS","BIMAS.IS:0.8794, FROTO.IS:0.7574, KCHOL.IS:0.7485, SAHOL.IS:0.6926, TOASO.IS:0.6029, GARAN.IS:0.5618, PGSUS.IS:0.5574, YKBNK.IS:0.5426, SISE.IS:0.5044, TCELL.IS:0.4926",0.03329538174371036
2023-04-30,low_volatility,15,"BIMAS.IS, FROTO.IS, KCHOL.IS, SAHOL.IS, TOASO.IS, GARAN.IS, PGSUS.IS, YKBNK.IS, SISE.IS, TCELL.IS, THYAO.IS, TUPRS.IS, EREGL.IS, AKBNK.IS, ARCLK.IS","BIMAS.IS:0.8794, FROTO.IS:0.7574, KCHOL.IS:0.7485, SAHOL.IS:0.6926, TOASO.IS:0.6029, GARAN.IS:0.5618, PGSUS.IS:0.5574, YKBNK.IS:0.5426, SISE.IS:0.5044, TCELL.IS:0.4926, THYAO.IS:0.4662, TUPRS.IS:0.4574, EREGL.IS:0.4515, AKBNK.IS:0.3809, ARCLK.IS:0.3750",0.028962335030462562
2023-04-30,mixed_model,3,"TOASO.IS, BIMAS.IS, KCHOL.IS","TOASO.IS:0.8353, BIMAS.IS:0.8059, KCHOL.IS:0.7441",0.018505191238741468
2023-04-30,mixed_model,5,"TOASO.IS, BIMAS.IS, KCHOL.IS, GARAN.IS, FROTO.IS","TOASO.IS:0.8353, BIMAS.IS:0.8059, KCHOL.IS:0.7441, GARAN.IS:0.7441, FROTO.IS:0.7088",0.01924377723083235
2023-04-30,mixed_model,10,"TOASO.IS, BIMAS.IS, KCHOL.IS, GARAN.IS, FROTO.IS, THYAO.IS, SAHOL.IS, TCELL.IS, PGSUS.IS, YKBNK.IS","TOASO.IS:0.8353, BIMAS.IS:0.8059, KCHOL.IS:0.7441, GARAN.IS:0.7441, FROTO.IS:0.7088, THYAO.IS:0.5765, SAHOL.IS:0.5765, TCELL.IS:0.5529, PGSUS.IS:0.5412, YKBNK.IS:0.4824",0.03450877470780147
2023-04-30,mixed_model,15,"TOASO.IS, BIMAS.IS, KCHOL.IS, GARAN.IS, FROTO.IS, THYAO.IS, SAHOL.IS, TCELL.IS, PGSUS.IS, YKBNK.IS, AKBNK.IS, TUPRS.IS, SISE.IS, ARCLK.IS, EREGL.IS","TOASO.IS:0.8353, BIMAS.IS:0.8059, KCHOL.IS:0.7441, GARAN.IS:0.7441, FROTO.IS:0.7088, THYAO.IS:0.5765, SAHOL.IS:0.5765, TCELL.IS:0.5529, PGSUS.IS:0.5412, YKBNK.IS:0.4824, AKBNK.IS:0.4471, TUPRS.IS:0.4000, SISE.IS:0.3794, ARCLK.IS:0.3618, EREGL.IS:0.3265",0.028962335030462562
2023-04-30,momentum_heavy,3,"TOASO.IS, BIMAS.IS, GARAN.IS","TOASO.IS:0.8824, BIMAS.IS:0.7706, GARAN.IS:0.7588",-0.0026791016937442627
2023-04-30,momentum_heavy,5,"TOASO.IS, BIMAS.IS, GARAN.IS, KCHOL.IS, FROTO.IS","TOASO.IS:0.8824, BIMAS.IS:0.7706, GARAN.IS:0.7588, KCHOL.IS:0.7456, FROTO.IS:0.7074",0.01924377723083235
2023-04-30,momentum_heavy,10,"TOASO.IS, BIMAS.IS, GARAN.IS, KCHOL.IS, FROTO.IS, THYAO.IS, PGSUS.IS, TCELL.IS, SAHOL.IS, YKBNK.IS","TOASO.IS:0.8824, BIMAS.IS:0.7706, GARAN.IS:0.7588, KCHOL.IS:0.7456, FROTO.IS:0.7074, THYAO.IS:0.5868, PGSUS.IS:0.5750, TCELL.IS:0.5632, SAHOL.IS:0.5603, YKBNK.IS:0.4868",0.03450877470780147
2023-04-30,momentum_heavy,15,"TOASO.IS, BIMAS.IS, GARAN.IS, KCHOL.IS, FROTO.IS, THYAO.IS, PGSUS.IS, TCELL.IS, SAHOL.IS, YKBNK.IS, AKBNK.IS, TUPRS.IS, SISE.IS, ARCLK.IS, ASELS.IS","TOASO.IS:0.8824, BIMAS.IS:0.7706, GARAN.IS:0.7588, KCHOL.IS:0.7456, FROTO.IS:0.7074, THYAO.IS:0.5868, PGSUS.IS:0.5750, TCELL.IS:0.5632, SAHOL.IS:0.5603, YKBNK.IS:0.4868, AKBNK.IS:0.4779, TUPRS.IS:0.3897, SISE.IS:0.3397, ARCLK.IS:0.3338, ASELS.IS:0.3279",0.033307792860881355
2023-04-30,trend_following,3,"TOASO.IS, BIMAS.IS, GARAN.IS","TOASO.IS:0.8912, BIMAS.IS:0.8294, GARAN.IS:0.8029",-0.0026791016937442627
2023-04-30,trend_following,5,"TOASO.IS, BIMAS.IS, GARAN.IS, KCHOL.IS, FROTO.IS","TOASO.IS:0.8912, BIMAS.IS:0.8294, GARAN.IS:0.8029, KCHOL.IS:0.6794, FROTO.IS:0.6676",0.01924377723083235
2023-04-30,trend_following,10,"TOASO.IS, BIMAS.IS, GARAN.IS, KCHOL.IS, FROTO.IS, SAHOL.IS, THYAO.IS, PGSUS.IS, TCELL.IS, YKBNK.IS","TOASO.IS:0.8912, BIMAS.IS:0.8294, GARAN.IS:0.8029, KCHOL.IS:0.6794, FROTO.IS:0.6676, SAHOL.IS:0.5500, THYAO.IS:0.5500, PGSUS.IS:0.5412, TCELL.IS:0.5235, YKBNK.IS:0.5029",0.03450877470780147
2023-04-30,trend_following,15,"TOASO.IS, BIMAS.IS, GARAN.IS, KCHOL.IS, FROTO.IS, SAHOL.IS, THYAO.IS, PGSUS.IS, TCELL.IS, YKBNK.IS, AKBNK.IS, TUPRS.IS, SISE.IS, ARCLK.IS, ASELS.IS","TOASO.IS:0.8912, BIMAS.IS:0.8294, GARAN.IS:0.8029, KCHOL.IS:0.6794, FROTO.IS:0.6676, SAHOL.IS:0.5500, THYAO.IS:0.5500, PGSUS.IS:0.5412, TCELL.IS:0.5235, YKBNK.IS:0.5029, AKBNK.IS:0.4853, TUPRS.IS:0.4118, SISE.IS:0.4029, ARCLK.IS:0.3853, ASELS.IS:0.3559",0.033307792860881355
2023-04-30,volume_heavy,3,"BIMAS.IS, TOASO.IS, GARAN.IS","BIMAS.IS:0.8765, TOASO.IS:0.8324, GARAN.IS:0.8294",-0.0026791016937442627
2023-04-30,volume_heavy,5,"BIMAS.IS, TOASO.IS, GARAN.IS, KCHOL.IS, FROTO.IS","BIMAS.IS:0.8765, TOASO.IS:0.8324, GARAN.IS:0.8294, KCHOL.IS:0.7676, FROTO.IS:0.6912",0.01924377723083235
2023-04-30,volume_heavy,10,"BIMAS.IS, TOASO.IS, GARAN.IS, KCHOL.IS, FROTO.IS, THYAO.IS, TCELL.IS, SAHOL.IS, YKBNK.IS, ARCLK.IS","BIMAS.IS:0.8765, TOASO.IS:0.8324, GARAN.IS:0.8294, KCHOL.IS:0.7676, FROTO.IS:0.6912, THYAO.IS:0.6471, TCELL.IS:0.5735, SAHOL.IS:0.5588, YKBNK.IS:0.4235, ARCLK.IS:0.4206",0.03053769948060999
2023-04-30,volume_heavy,15,"BIMAS.IS, TOASO.IS, GARAN.IS, KCHOL.IS, FROTO.IS, THYAO.IS, TCELL.IS, SAHOL.IS, YKBNK.IS, ARCLK.IS, SISE.IS, PGSUS.IS, AKBNK.IS, TUPRS.IS, EREGL.IS","BIMAS.IS:0.8765, TOASO.IS:0.8324, GARAN.IS:0.8294, KCHOL.IS:0.7676, FROTO.IS:0.6912, THYAO.IS:0.6471, TCELL.IS:0.5735, SAHOL.IS:0.5588, YKBNK.IS:0.4235, ARCLK.IS:0.4206, SISE.IS:0.4088, PGSUS.IS:0.3971, AKBNK.IS:0.3882, TUPRS.IS:0.3559, EREGL.IS:0.3412",0.028962335030462562
2023-05-31,low_volatility,3,"FROTO.IS, THYAO.IS, PGSUS.IS","FROTO.IS:0.7809, THYAO.IS:0.7750, PGSUS.IS:0.6750",0.33781885639906983
2023-05-31,low_volatility,5,"FROTO.IS, THYAO.IS, PGSUS.IS, TOASO.IS, BIMAS.IS","FROTO.IS:0.7809, THYAO.IS:0.7750, PGSUS.IS:0.6750, TOASO.IS:0.6456, BIMAS.IS:0.6338",0.2821248566334101
2023-05-31,low_volatility,10,"FROTO.IS, THYAO.IS, PGSUS.IS, TOASO.IS, BIMAS.IS, SISE.IS, PETKM.IS, SAHOL.IS, YKBNK.IS, KCHOL.IS","FROTO.IS:0.7809, THYAO.IS:0.7750, PGSUS.IS:0.6750, TOASO.IS:0.6456, BIMAS.IS:0.6338, SISE.IS:0.5779, PETKM.IS:0.5632, SAHOL.IS:0.5132, YKBNK.IS:0.4809, KCHOL.IS:0.4809",0.23558859257794426
