policy,replay_month,actual_trading_date,portfolio_return,bist100_return,excess_return,max_drawdown,cash_weight,selected_model,active_portfolio_size,selected_stock_count,selected_stocks,regime_state,opportunity_filter_enabled,policy_policy,policy_months,policy_cagr,policy_bist100_cagr,policy_excess_cagr,policy_win_rate_vs_bist100,policy_max_drawdown,policy_average_cash_weight,policy_worst_month,policy_worst_month_excess,policy_best_month,policy_best_month_excess
E_Always_Top10,2024-06,2024-06-03,0.01797612941911869,0.011878606925778579,0.006097522493340113,-0.035117254722044744,0.5,volume_heavy,10,5,"AKBNK.IS, TOASO.IS, YKBNK.IS, GARAN.IS, TUPRS.IS",ABOVE_MA200_RISK_ON,True,E_Always_Top10,30,0.08493449273173903,0.22859654327465062,-0.1436620505429116,0.36666666666666664,-0.09543436579584741,0.5033333333333333,2026-01,-0.09908925787280704,2024-09,0.08659413821412065
F_Out_of_sample_winner,2024-06,2024-06-03,0.017013757481626323,0.011878606925778579,0.005135150555847744,-0.027921614034853826,0.4666666666666667,mixed_model,15,8,"TCELL.IS, GARAN.IS, YKBNK.IS, TOASO.IS, SAHOL.IS, ARCLK.IS, FROTO.IS, PETKM.IS",ABOVE_MA200_RISK_ON,True,F_Out_of_sample_winner,30,0.14871001102864856,0.22859654327465062,-0.07988653224600206,0.5333333333333333,-0.09663444377764097,0.4666666666666667,2026-01,-0.11195915796122803,2024-09,0.0642295829050277
G_Most_robust_model,2024-06,2024-06-03,0.017013757481626323,0.011878606925778579,0.005135150555847744,-0.027921614034853826,0.4666666666666667,mixed_model,15,8,"TCELL.IS, GARAN.IS, YKBNK.IS, TOASO.IS, SAHOL.IS, ARCLK.IS, FROTO.IS, PETKM.IS",ABOVE_MA200_RISK_ON,True,G_Most_robust_model,30,0.14871001102864856,0.22859654327465062,-0.07988653224600206,0.5333333333333333,-0.09663444377764097,0.4666666666666667,2026-01,-0.11195915796122803,2024-09,0.0642295829050277
H_Disable_opportunity_filter,2024-06,2024-06-03,0.039294552607772114,0.011878606925778579,0.027415945681993535,-0.06786486564959882,0.0,volume_heavy,10,10,"AKBNK.IS, TOASO.IS, TCELL.IS, YKBNK.IS, EREGL.IS, BIMAS.IS, GARAN.IS, KCHOL.IS, TUPRS.IS, SAHOL.IS",ABOVE_MA200_RISK_ON,False,H_Disable_opportunity_filter,30,0.21914347716099636,0.22859654327465062,-0.009453066113654263,0.4666666666666667,-0.13614562039419909,0.0,2025-04,-0.051006805496163946,2025-03,0.0839589045526572
I_Disable_regime_filter,2024-06,2024-06-03,0.01797612941911869,0.011878606925778579,0.006097522493340113,-0.035117254722044744,0.5,volume_heavy,10,5,"AKBNK.IS, TOASO.IS, YKBNK.IS, GARAN.IS, TUPRS.IS",ABOVE_MA200_RISK_ON,True,I_Disable_regime_filter,30,0.11454267003893936,0.22859654327465062,-0.11405387323571126,0.36666666666666664,-0.11428273089953778,0.5,2026-01,-0.09908925787280704,2024-09,0.08659413821412065
Baseline,2024-07,2024-07-01,-0.01303667401271922,0.02854982630855374,-0.04158650032127296,-0.04848786388396997,0.5,volume_heavy,10,5,"GARAN.IS, FROTO.IS, PGSUS.IS, TOASO.IS, AKBNK.IS",ABOVE_MA200_RISK_ON,True,Baseline,30,0.11174423381489351,0.22859654327465062,-0.11685230945975711,0.36666666666666664,-0.0961058298904891,0.4933333333333333,2025-06,-0.10965124642664374,2024-09,0.08659413821412065
A_No_cash_allocation,2024-07,2024-07-01,-0.02607334802543844,0.02854982630855374,-0.05462317433399218,-0.09387832338618185,0.0,volume_heavy,10,5,"GARAN.IS, FROTO.IS, PGSUS.IS, TOASO.IS, AKBNK.IS",ABOVE_MA200_RISK_ON,True,A_No_cash_allocation,30,0.21341543337206503,0.22859654327465062,-0.015181109902585588,0.4,-0.15766963333904171,0.0,2025-06,-0.07763909403803826,2025-03,0.09668780694860593
B_Max_cash_25pct,2024-07,2024-07-01,-0.01955501101907883,0.02854982630855374,-0.04810483732763257,-0.07155141856006975,0.25,volume_heavy,10,5,"GARAN.IS, FROTO.IS, PGSUS.IS, TOASO.IS, AKBNK.IS",ABOVE_MA200_RISK_ON,True,B_Max_cash_25pct,30,0.1624509374844858,0.22859654327465062,-0.06614560579016482,0.36666666666666664,-0.11942029988039005,0.25,2025-06,-0.09097749086662388,2025-03,0.08229781509050355
C_Max_cash_50pct,2024-07,2024-07-01,-0.01303667401271922,0.02854982630855374,-0.04158650032127296,-0.04848786388396997,0.5,volume_heavy,10,5,"GARAN.IS, FROTO.IS, PGSUS.IS, TOASO.IS, AKBNK.IS",ABOVE_MA200_RISK_ON,True,C_Max_cash_50pct,30,0.11264334153498945,0.22859654327465062,-0.11595320173966117,0.36666666666666664,-0.0961058298904891,0.48333333333333334,2025-06,-0.1043158876952095,2024-09,0.08659413821412065
D_Always_Top5,2024-07,2024-07-01,0.021013204794852736,0.02854982630855374,-0.007536621513701002,-0.041906526650566045,0.4,volume_heavy,5,3,"EREGL.IS, GARAN.IS, FROTO.IS",ABOVE_MA200_RISK_ON,True,D_Always_Top5,30,0.08339085292685988,0.22859654327465062,-0.14520569034779074,0.3333333333333333,-0.10035405962123112,0.4200000000000001,2025-06,-0.10965124642664374,2025-01,0.09412463595970594
E_Always_Top10,2024-07,2024-07-01,-0.01303667401271922,0.02854982630855374,-0.04158650032127296,-0.04848786388396997,0.5,volume_heavy,10,5,"GARAN.IS, FROTO.IS, PGSUS.IS, TOASO.IS, AKBNK.IS",ABOVE_MA200_RISK_ON,True,E_Always_Top10,30,0.08493449273173903,0.22859654327465062,-0.1436620505429116,0.36666666666666664,-0.09543436579584741,0.5033333333333333,2026-01,-0.09908925787280704,2024-09,0.08659413821412065
F_Out_of_sample_winner,2024-07,2024-07-01,-0.019450634017659126,0.02854982630855374,-0.048000460326212864,-0.04802517333977108,0.4666666666666667,mixed_model,15,8,"TOASO.IS, PGSUS.IS, YKBNK.IS, AKBNK.IS, KCHOL.IS, THYAO.IS, ARCLK.IS, SISE.IS",ABOVE_MA200_RISK_ON,True,F_Out_of_sample_winner,30,0.14871001102864856,0.22859654327465062,-0.07988653224600206,0.5333333333333333,-0.09663444377764097,0.4666666666666667,2026-01,-0.11195915796122803,2024-09,0.0642295829050277
G_Most_robust_model,2024-07,2024-07-01,-0.019450634017659126,0.02854982630855374,-0.048000460326212864,-0.04802517333977108,0.4666666666666667,mixed_model,15,8,"TOASO.IS, PGSUS.IS, YKBNK.IS, AKBNK.IS, KCHOL.IS, THYAO.IS, ARCLK.IS, SISE.IS",ABOVE_MA200_RISK_ON,True,G_Most_robust_model,30,0.14871001102864856,0.22859654327465062,-0.07988653224600206,0.5333333333333333,-0.09663444377764097,0.4666666666666667,2026-01,-0.11195915796122803,2024-09,0.0642295829050277
H_Disable_opportunity_filter,2024-07,2024-07-01,0.00934296982782696,0.02854982630855374,-0.01920685648072678,-0.06329967781041057,0.0,volume_heavy,10,10,"TCELL.IS, BIMAS.IS, EREGL.IS, GARAN.IS, FROTO.IS, KCHOL.IS, PGSUS.IS, TOASO.IS, AKBNK.IS, THYAO.IS",ABOVE_MA200_RISK_ON,False,H_Disable_opportunity_filter,30,0.21914347716099636,0.22859654327465062,-0.009453066113654263,0.4666666666666667,-0.13614562039419909,0.0,2025-04,-0.051006805496163946,2025-03,0.0839589045526572
I_Disable_regime_filter,2024-07,2024-07-01,-0.01303667401271922,0.02854982630855374,-0.04158650032127296,-0.04848786388396997,0.5,volume_heavy,10,5,"GARAN.IS, FROTO.IS, PGSUS.IS, TOASO.IS, AKBNK.IS",ABOVE_MA200_RISK_ON,True,I_Disable_regime_filter,30,0.11454267003893936,0.22859654327465062,-0.11405387323571126,0.36666666666666664,-0.11428273089953778,0.5,2026-01,-0.09908925787280704,2024-09,0.08659413821412065
Baseline,2024-08,2024-08-01,-0.03807695588440516,-0.06370557813260957,0.025628622248204412,-0.06228849950447535,0.5,volume_heavy,10,5,"EREGL.IS, PETKM.IS, ASELS.IS, ARCLK.IS, AKBNK.IS",ABOVE_MA200_RISK_ON,True,Baseline,30,0.11174423381489351,0.22859654327465062,-0.11685230945975711,0.36666666666666664,-0.0961058298904891,0.4933333333333333,2025-06,-0.10965124642664374,2024-09,0.08659413821412065
A_No_cash_allocation,2024-08,2024-08-01,-0.07615391176881033,-0.06370557813260957,-0.01244833363620075,-0.1245769990089507,0.0,volume_heavy,10,5,"EREGL.IS, PETKM.IS, ASELS.IS, ARCLK.IS, AKBNK.IS",ABOVE_MA200_RISK_ON,True,A_No_cash_allocation,30,0.21341543337206503,0.22859654327465062,-0.015181109902585588,0.4,-0.15766963333904171,0.0,2025-06,-0.07763909403803826,2025-03,0.09668780694860593
B_Max_cash_25pct,2024-08,2024-08-01,-0.05711543382660774,-0.06370557813260957,0.006590144306001834,-0.09343274925671308,0.25,volume_heavy,10,5,"EREGL.IS, PETKM.IS, ASELS.IS, ARCLK.IS, AKBNK.IS",ABOVE_MA200_RISK_ON,True,B_Max_cash_25pct,30,0.1624509374844858,0.22859654327465062,-0.06614560579016482,0.36666666666666664,-0.11942029988039005,0.25,2025-06,-0.09097749086662388,2025-03,0.08229781509050355
C_Max_cash_50pct,2024-08,2024-08-01,-0.03807695588440516,-0.06370557813260957,0.025628622248204412,-0.06228849950447535,0.5,volume_heavy,10,5,"EREGL.IS, PETKM.IS, ASELS.IS, ARCLK.IS, AKBNK.IS",ABOVE_MA200_RISK_ON,True,C_Max_cash_50pct,30,0.11264334153498945,0.22859654327465062,-0.11595320173966117,0.36666666666666664,-0.0961058298904891,0.48333333333333334,2025-06,-0.1043158876952095,2024-09,0.08659413821412065
D_Always_Top5,2024-08,2024-08-01,-0.04588474073018144,-0.06370557813260957,0.01782083740242813,-0.07793765969599098,0.4,volume_heavy,5,3,"EREGL.IS, PETKM.IS, ASELS.IS",ABOVE_MA200_RISK_ON,True,D_Always_Top5,30,0.08339085292685988,0.22859654327465062,-0.14520569034779074,0.3333333333333333,-0.10035405962123112,0.4200000000000001,2025-06,-0.10965124642664374,2025-01,0.09412463595970594
E_Always_Top10,2024-08,2024-08-01,-0.03807695588440516,-0.06370557813260957,0.025628622248204412,-0.06228849950447535,0.5,volume_heavy,10,5,"EREGL.IS, PETKM.IS, ASELS.IS, ARCLK.IS, AKBNK.IS",ABOVE_MA200_RISK_ON,True,E_Always_Top10,30,0.08493449273173903,0.22859654327465062,-0.1436620505429116,0.36666666666666664,-0.09543436579584741,0.5033333333333333,2026-01,-0.09908925787280704,2024-09,0.08659413821412065
F_Out_of_sample_winner,2024-08,2024-08-01,-0.03278480949231675,-0.06370557813260957,0.030920768640292827,-0.06516163639391104,0.4666666666666667,mixed_model,15,8,"GARAN.IS, BIMAS.IS, EREGL.IS, ASELS.IS, PGSUS.IS, AKBNK.IS, ARCLK.IS, YKBNK.IS",ABOVE_MA200_RISK_ON,True,F_Out_of_sample_winner,30,0.14871001102864856,0.22859654327465062,-0.07988653224600206,0.5333333333333333,-0.09663444377764097,0.4666666666666667,2026-01,-0.11195915796122803,2024-09,0.0642295829050277
G_Most_robust_model,2024-08,2024-08-01,-0.03278480949231675,-0.06370557813260957,0.030920768640292827,-0.06516163639391104,0.4666666666666667,mixed_model,15,8,"GARAN.IS, BIMAS.IS, EREGL.IS, ASELS.IS, PGSUS.IS, AKBNK.IS, ARCLK.IS, YKBNK.IS",ABOVE_MA200_RISK_ON,True,G_Most_robust_model,30,0.14871001102864856,0.22859654327465062,-0.07988653224600206,0.5333333333333333,-0.09663444377764097,0.4666666666666667,2026-01,-0.11195915796122803,2024-09,0.0642295829050277
H_Disable_opportunity_filter,2024-08,2024-08-01,-0.06987814107749092,-0.06370557813260957,-0.006172562944881346,-0.12371481891369074,0.0,volume_heavy,10,10,"GARAN.IS, EREGL.IS, BIMAS.IS, PETKM.IS, ASELS.IS, ARCLK.IS, TCELL.IS, PGSUS.IS, SAHOL.IS, AKBNK.IS",ABOVE_MA200_RISK_ON,False,H_Disable_opportunity_filter,30,0.21914347716099636,0.22859654327465062,-0.009453066113654263,0.4666666666666667,-0.13614562039419909,0.0,2025-04,-0.051006805496163946,2025-03,0.0839589045526572
I_Disable_regime_filter,2024-08,2024-08-01,-0.03807695588440516,-0.06370557813260957,0.025628622248204412,-0.06228849950447535,0.5,volume_heavy,10,5,"EREGL.IS, PETKM.IS, ASELS.IS, ARCLK.IS, AKBNK.IS",ABOVE_MA200_RISK_ON,True,I_Disable_regime_filter,30,0.11454267003893936,0.22859654327465062,-0.11405387323571126,0.36666666666666664,-0.11428273089953778,0.5,2026-01,-0.09908925787280704,2024-09,0.08659413821412065
Baseline,2024-09,2024-09-02,-0.02193979321885542,-0.10853393143297607,0.08659413821412065,-0.044791419644591324,0.5,volume_heavy,10,5,"PGSUS.IS, GARAN.IS, FROTO.IS, SAHOL.IS, ASELS.IS",ABOVE_MA200_RISK_ON,True,Baseline,30,0.11174423381489351,0.22859654327465062,-0.11685230945975711,0.36666666666666664,-0.0961058298904891,0.4933333333333333,2025-06,-0.10965124642664374,2024-09,0.08659413821412065
A_No_cash_allocation,2024-09,2024-09-02,-0.04387958643771084,-0.10853393143297607,0.06465434499526523,-0.08753759063722677,0.0,volume_heavy,10,5,"PGSUS.IS, GARAN.IS, FROTO.IS, SAHOL.IS, ASELS.IS",ABOVE_MA200_RISK_ON,True,A_No_cash_allocation,30,0.21341543337206503,0.22859654327465062,-0.015181109902585588,0.4,-0.15766963333904171,0.0,2025-06,-0.07763909403803826,2025-03,0.09668780694860593
B_Max_cash_25pct,2024-09,2024-09-02,-0.03290968982828313,-0.10853393143297607,0.07562424160469294,-0.06641130487100033,0.25,volume_heavy,10,5,"PGSUS.IS, GARAN.IS, FROTO.IS, SAHOL.IS, ASELS.IS",ABOVE_MA200_RISK_ON,True,B_Max_cash_25pct,30,0.1624509374844858,0.22859654327465062,-0.06614560579016482,0.36666666666666664,-0.11942029988039005,0.25,2025-06,-0.09097749086662388,2025-03,0.08229781509050355
C_Max_cash_50pct,2024-09,2024-09-02,-0.02193979321885542,-0.10853393143297607,0.08659413821412065,-0.044791419644591324,0.5,volume_heavy,10,5,"PGSUS.IS, GARAN.IS, FROTO.IS, SAHOL.IS, ASELS.IS",ABOVE_MA200_RISK_ON,True,C_Max_cash_50pct,30,0.11264334153498945,0.22859654327465062,-0.11595320173966117,0.36666666666666664,-0.0961058298904891,0.48333333333333334,2025-06,-0.1043158876952095,2024-09,0.08659413821412065
D_Always_Top5,2024-09,2024-09-02,-0.025883586373174783,-0.10853393143297607,0.08265034505980129,-0.0457816473493744,0.4,volume_heavy,5,3,"PGSUS.IS, GARAN.IS, FROTO.IS",ABOVE_MA200_RISK_ON,True,D_Always_Top5,30,0.08339085292685988,0.22859654327465062,-0.14520569034779074,0.3333333333333333,-0.10035405962123112,0.4200000000000001,2025-06,-0.10965124642664374,2025-01,0.09412463595970594
E_Always_Top10,2024-09,2024-09-02,-0.02193979321885542,-0.10853393143297607,0.08659413821412065,-0.044791419644591324,0.5,volume_heavy,10,5,"PGSUS.IS, GARAN.IS, FROTO.IS, SAHOL.IS, ASELS.IS",ABOVE_MA200_RISK_ON,True,E_Always_Top10,30,0.08493449273173903,0.22859654327465062,-0.1436620505429116,0.36666666666666664,-0.09543436579584741,0.5033333333333333,2026-01,-0.09908925787280704,2024-09,0.08659413821412065
F_Out_of_sample_winner,2024-09,2024-09-02,-0.044304348527948366,-0.10853393143297607,0.0642295829050277,-0.04724096168044245,0.4666666666666667,mixed_model,15,8,"PGSUS.IS, GARAN.IS, BIMAS.IS, YKBNK.IS, ASELS.IS, FROTO.IS, EREGL.IS, TOASO.IS",ABOVE_MA200_RISK_ON,True,F_Out_of_sample_winner,30,0.14871001102864856,0.22859654327465062,-0.07988653224600206,0.5333333333333333,-0.09663444377764097,0.4666666666666667,2026-01,-0.11195915796122803,2024-09,0.0642295829050277
G_Most_robust_model,2024-09,2024-09-02,-0.044304348527948366,-0.10853393143297607,0.0642295829050277,-0.04724096168044245,0.4666666666666667,mixed_model,15,8,"PGSUS.IS, GARAN.IS, BIMAS.IS, YKBNK.IS, ASELS.IS, FROTO.IS, EREGL.IS, TOASO.IS",ABOVE_MA200_RISK_ON,True,G_Most_robust_model,30,0.14871001102864856,0.22859654327465062,-0.07988653224600206,0.5333333333333333,-0.09663444377764097,0.4666666666666667,2026-01,-0.11195915796122803,2024-09,0.0642295829050277
H_Disable_opportunity_filter,2024-09,2024-09-02,-0.08299637143609429,-0.10853393143297607,0.025537559996881787,-0.10032093532289044,0.0,volume_heavy,10,10,"PGSUS.IS, GARAN.IS, THYAO.IS, TUPRS.IS, FROTO.IS, AKBNK.IS, SAHOL.IS, YKBNK.IS, ASELS.IS, PETKM.IS",ABOVE_MA200_RISK_ON,False,H_Disable_opportunity_filter,30,0.21914347716099636,0.22859654327465062,-0.009453066113654263,0.4666666666666667,-0.13614562039419909,0.0,2025-04,-0.051006805496163946,2025-03,0.0839589045526572
I_Disable_regime_filter,2024-09,2024-09-02,-0.02193979321885542,-0.10853393143297607,0.08659413821412065,-0.044791419644591324,0.5,volume_heavy,10,5,"PGSUS.IS, GARAN.IS, FROTO.IS, SAHOL.IS, ASELS.IS",ABOVE_MA200_RISK_ON,True,I_Disable_regime_filter,30,0.11454267003893936,0.22859654327465062,-0.11405387323571126,0.36666666666666664,-0.11428273089953778,0.5,2026-01,-0.09908925787280704,2024-09,0.08659413821412065
Baseline,2024-10,2024-10-01,-0.016289790263899186,-0.052110901294940115,0.03582111103104093,-0.02547330554334115,0.6,low_volatility,5,2,"PGSUS.IS, TCELL.IS",BELOW_MA200_DEFENSIVE,True,Baseline,30,0.11174423381489351,0.22859654327465062,-0.11685230945975711,0.36666666666666664,-0.0961058298904891,0.4933333333333333,2025-06,-0.10965124642664374,2024-09,0.08659413821412065
A_No_cash_allocation,2024-10,2024-10-01,-0.04072447565974796,-0.052110901294940115,0.011386425635192154,-0.06368326385835277,0.0,low_volatility,5,2,"PGSUS.IS, TCELL.IS",BELOW_MA200_DEFENSIVE,True,A_No_cash_allocation,30,0.21341543337206503,0.22859654327465062,-0.015181109902585588,0.4,-0.15766963333904171,0.0,2025-06,-0.07763909403803826,2025-03,0.09668780694860593
B_Max_cash_25pct,2024-10,2024-10-01,-0.03054335674481097,-0.052110901294940115,0.021567544550129145,-0.047762447893764604,0.25,low_volatility,5,2,"PGSUS.IS, TCELL.IS",BELOW_MA200_DEFENSIVE,True,B_Max_cash_25pct,30,0.1624509374844858,0.22859654327465062,-0.06614560579016482,0.36666666666666664,-0.11942029988039005,0.25,2025-06,-0.09097749086662388,2025-03,0.08229781509050355
C_Max_cash_50pct,2024-10,2024-10-01,-0.02036223782987398,-0.052110901294940115,0.031748663465066135,-0.03184163192917633,0.5,low_volatility,5,2,"PGSUS.IS, TCELL.IS",BELOW_MA200_DEFENSIVE,True,C_Max_cash_50pct,30,0.11264334153498945,0.22859654327465062,-0.11595320173966117,0.36666666666666664,-0.0961058298904891,0.48333333333333334,2025-06,-0.1043158876952095,2024-09,0.08659413821412065
D_Always_Top5,2024-10,2024-10-01,-0.016289790263899186,-0.052110901294940115,0.03582111103104093,-0.02547330554334115,0.6,low_volatility,5,2,"PGSUS.IS, TCELL.IS",BELOW_MA200_DEFENSIVE,True,D_Always_Top5,30,0.08339085292685988,0.22859654327465062,-0.14520569034779074,0.3333333333333333,-0.10035405962123112,0.4200000000000001,2025-06,-0.10965124642664374,2025-01,0.09412463595970594
E_Always_Top10,2024-10,2024-10-01,-0.021274820225286286,-0.052110901294940115,0.03083608106965383,-0.03172207259875515,0.5,low_volatility,10,5,"PGSUS.IS, ASELS.IS, SAHOL.IS, SISE.IS, KCHOL.IS",BELOW_MA200_DEFENSIVE,True,E_Always_Top10,30,0.08493449273173903,0.22859654327465062,-0.1436620505429116,0.36666666666666664,-0.09543436579584741,0.5033333333333333,2026-01,-0.09908925787280704,2024-09,0.08659413821412065
F_Out_of_sample_winner,2024-10,2024-10-01,-0.04451807670527745,-0.052110901294940115,0.007592824589662664,-0.049087692572995056,0.4666666666666667,mixed_model,15,8,"PGSUS.IS, SAHOL.IS, AKBNK.IS, KCHOL.IS, YKBNK.IS, THYAO.IS, SISE.IS, PETKM.IS",BELOW_MA200_DEFENSIVE,True,F_Out_of_sample_winner,30,0.14871001102864856,0.22859654327465062,-0.07988653224600206,0.5333333333333333,-0.09663444377764097,0.4666666666666667,2026-01,-0.11195915796122803,2024-09,0.0642295829050277
G_Most_robust_model,2024-10,2024-10-01,-0.04451807670527745,-0.052110901294940115,0.007592824589662664,-0.049087692572995056,0.4666666666666667,mixed_model,15,8,"PGSUS.IS, SAHOL.IS, AKBNK.IS, KCHOL.IS, YKBNK.IS, THYAO.IS, SISE.IS, PETKM.IS",BELOW_MA200_DEFENSIVE,True,G_Most_robust_model,30,0.14871001102864856,0.22859654327465062,-0.07988653224600206,0.5333333333333333,-0.09663444377764097,0.4666666666666667,2026-01,-0.11195915796122803,2024-09,0.0642295829050277
H_Disable_opportunity_filter,2024-10,2024-10-01,-0.07362650478150333,-0.052110901294940115,-0.021515603486563215,-0.07362650478150323,0.0,low_volatility,5,5,"TUPRS.IS, PGSUS.IS, GARAN.IS, EREGL.IS, TCELL.IS",BELOW_MA200_DEFENSIVE,False,H_Disable_opportunity_filter,30,0.21914347716099636,0.22859654327465062,-0.009453066113654263,0.4666666666666667,-0.13614562039419909,0.0,2025-04,-0.051006805496163946,2025-03,0.0839589045526572
I_Disable_regime_filter,2024-10,2024-10-01,-0.03304341680832992,-0.052110901294940115,0.019067484486610192,-0.038336902661029626,0.5,volume_heavy,10,5,"PGSUS.IS, BIMAS.IS, EREGL.IS, SAHOL.IS, KCHOL.IS",BELOW_MA200_DEFENSIVE,True,I_Disable_regime_filter,30,0.11454267003893936,0.22859654327465062,-0.11405387323571126,0.36666666666666664,-0.11428273089953778,0.5,2026-01,-0.09908925787280704,2024-09,0.08659413821412065
Baseline,2024-11,2024-11-01,0.02958349330885688,0.08960032938412388,-0.060016836075267,-0.04792865217370512,0.4,low_volatility,5,3,"EREGL.IS, FROTO.IS, THYAO.IS",BELOW_MA200_DEFENSIVE,True,Baseline,30,0.11174423381489351,0.22859654327465062,-0.11685230945975711,0.36666666666666664,-0.0961058298904891,0.4933333333333333,2025-06,-0.10965124642664374,2024-09,0.08659413821412065
A_No_cash_allocation,2024-11,2024-11-01,0.04930582218142813,0.08960032938412388,-0.04029450720269575,-0.07731835282434707,0.0,low_volatility,5,3,"EREGL.IS, FROTO.IS, THYAO.IS",BELOW_MA200_DEFENSIVE,True,A_No_cash_allocation,30,0.21341543337206503,0.22859654327465062,-0.015181109902585588,0.4,-0.15766963333904171,0.0,2025-06,-0.07763909403803826,2025-03,0.09668780694860593
B_Max_cash_25pct,2024-11,2024-11-01,0.0369793666360711,0.08960032938412388,-0.05262096274805278,-0.05917529827111745,0.25,low_volatility,5,3,"EREGL.IS, FROTO.IS, THYAO.IS",BELOW_MA200_DEFENSIVE,True,B_Max_cash_25pct,30,0.1624509374844858,0.22859654327465062,-0.06614560579016482,0.36666666666666664,-0.11942029988039005,0.25,2025-06,-0.09097749086662388,2025-03,0.08229781509050355
C_Max_cash_50pct,2024-11,2024-11-01,0.02958349330885688,0.08960032938412388,-0.060016836075267,-0.04792865217370512,0.4,low_volatility,5,3,"EREGL.IS, FROTO.IS, THYAO.IS",BELOW_MA200_DEFENSIVE,True,C_Max_cash_50pct,30,0.11264334153498945,0.22859654327465062,-0.11595320173966117,0.36666666666666664,-0.0961058298904891,0.48333333333333334,2025-06,-0.1043158876952095,2024-09,0.08659413821412065
D_Always_Top5,2024-11,2024-11-01,0.02958349330885688,0.08960032938412388,-0.060016836075267,-0.04792865217370512,0.4,low_volatility,5,3,"EREGL.IS, FROTO.IS, THYAO.IS",BELOW_MA200_DEFENSIVE,True,D_Always_Top5,30,0.08339085292685988,0.22859654327465062,-0.14520569034779074,0.3333333333333333,-0.10035405962123112,0.4200000000000001,2025-06,-0.10965124642664374,2025-01,0.09412463595970594
E_Always_Top10,2024-11,2024-11-01,0.01543497891884411,0.08960032938412388,-0.07416535046527976,-0.03697731793812009,0.5,low_volatility,10,5,"FROTO.IS, THYAO.IS, PGSUS.IS, SISE.IS, SAHOL.IS",BELOW_MA200_DEFENSIVE,True,E_Always_Top10,30,0.08493449273173903,0.22859654327465062,-0.1436620505429116,0.36666666666666664,-0.09543436579584741,0.5033333333333333,2026-01,-0.09908925787280704,2024-09,0.08659413821412065
F_Out_of_sample_winner,2024-11,2024-11-01,0.03280864863744867,0.08960032938412388,-0.056791680746675205,-0.03084951028778926,0.4666666666666667,mixed_model,15,8,"PGSUS.IS, GARAN.IS, THYAO.IS, BIMAS.IS, TUPRS.IS, SISE.IS, AKBNK.IS, PETKM.IS",BELOW_MA200_DEFENSIVE,True,F_Out_of_sample_winner,30,0.14871001102864856,0.22859654327465062,-0.07988653224600206,0.5333333333333333,-0.09663444377764097,0.4666666666666667,2026-01,-0.11195915796122803,2024-09,0.0642295829050277
G_Most_robust_model,2024-11,2024-11-01,0.03280864863744867,0.08960032938412388,-0.056791680746675205,-0.03084951028778926,0.4666666666666667,mixed_model,15,8,"PGSUS.IS, GARAN.IS, THYAO.IS, BIMAS.IS, TUPRS.IS, SISE.IS, AKBNK.IS, PETKM.IS",BELOW_MA200_DEFENSIVE,True,G_Most_robust_model,30,0.14871001102864856,0.22859654327465062,-0.07988653224600206,0.5333333333333333,-0.09663444377764097,0.4666666666666667,2026-01,-0.11195915796122803,2024-09,0.0642295829050277
H_Disable_opportunity_filter,2024-11,2024-11-01,0.07862135017333811,0.08960032938412388,-0.010978979210785764,-0.0618221580847409,0.0,low_volatility,5,5,"EREGL.IS, FROTO.IS, GARAN.IS, THYAO.IS, ASELS.IS",BELOW_MA200_DEFENSIVE,False,H_Disable_opportunity_filter,30,0.21914347716099636,0.22859654327465062,-0.009453066113654263,0.4666666666666667,-0.13614562039419909,0.0,2025-04,-0.051006805496163946,2025-03,0.0839589045526572
I_Disable_regime_filter,2024-11,2024-11-01,0.06013518822533502,0.08960032938412388,-0.029465141158788857,-0.02693326438015442,0.5,volume_heavy,10,5,"ASELS.IS, BIMAS.IS, GARAN.IS, EREGL.IS, AKBNK.IS",BELOW_MA200_DEFENSIVE,True,I_Disable_regime_filter,30,0.11454267003893936,0.22859654327465062,-0.11405387323571126,0.36666666666666664,-0.11428273089953778,0.5,2026-01,-0.09908925787280704,2024-09,0.08659413821412065
Baseline,2024-12,2024-12-02,0.003853533472183625,0.028943067222292118,-0.025089533750108493,-0.023725844882863,0.6,low_volatility,5,2,"EREGL.IS, TCELL.IS",BELOW_MA200_DEFENSIVE,True,Baseline,30,0.11174423381489351,0.22859654327465062,-0.11685230945975711,0.36666666666666664,-0.0961058298904891,0.4933333333333333,2025-06,-0.10965124642664374,2024-09,0.08659413821412065
A_No_cash_allocation,2024-12,2024-12-02,0.009633833680459059,0.028943067222292118,-0.01930923354183306,-0.05765520850209094,0.0,low_volatility,5,2,"EREGL.IS, TCELL.IS",BELOW_MA200_DEFENSIVE,True,A_No_cash_allocation,30,0.21341543337206503,0.22859654327465062,-0.015181109902585588,0.4,-0.15766963333904171,0.0,2025-06,-0.07763909403803826,2025-03,0.09668780694860593
B_Max_cash_25pct,2024-12,2024-12-02,0.007225375260344294,0.028943067222292118,-0.021717691961947824,-0.043751407517339636,0.25,low_volatility,5,2,"EREGL.IS, TCELL.IS",BELOW_MA200_DEFENSIVE,True,B_Max_cash_25pct,30,0.1624509374844858,0.22859654327465062,-0.06614560579016482,0.36666666666666664,-0.11942029988039005,0.25,2025-06,-0.09097749086662388,2025-03,0.08229781509050355
