section,model,bucket,count,average_next_month_return,median_next_month_return,win_rate,average_excess_return,factor,pearson_corr,spearman_corr,label,win_rate_vs_bist100,cagr,bist100_cagr,excess_cagr,max_drawdown,portfolio,top_decile_capture,top_two_decile_capture,top3_capture,top5_capture,average_pre_move_rank,top_bottom_spread,top_quintile_return,bottom_quintile_return
forward_correlation,trend_following,,1632,,,,,score,0.00024985306974642193,0.0015910316874372965,,,,,,,,,,,,,,,
forward_correlation,trend_following,,1588,,,,,expected_return_mid,-0.05628236827138441,-0.08445619464379517,,,,,,,,,,,,,,,
forward_correlation,trend_following,,1632,,,,,momentum_1m,0.01504625109645928,-0.01247951355561261,,,,,,,,,,,,,,,
forward_correlation,trend_following,,1632,,,,,momentum_3m,-0.016878756486618213,-0.03516694178166343,,,,,,,,,,,,,,,
forward_correlation,trend_following,,1632,,,,,momentum_6m,-0.005338290712161229,-0.004930075366837045,,,,,,,,,,,,,,,
forward_correlation,trend_following,,1632,,,,,volume_increase,-0.026627438524465297,-0.044684816749151264,,,,,,,,,,,,,,,
forward_correlation,trend_following,,1632,,,,,volatility,0.14740488826500545,0.1511637538006786,,,,,,,,,,,,,,,
forward_correlation,volume_heavy,,1632,,,,,score,-0.009021918471548311,-0.008225958845889784,,,,,,,,,,,,,,,
forward_correlation,volume_heavy,,1605,,,,,expected_return_mid,-0.042518702395289834,-0.06547484430202699,,,,,,,,,,,,,,,
forward_correlation,volume_heavy,,1632,,,,,momentum_1m,0.01504625109645928,-0.01247951355561261,,,,,,,,,,,,,,,
forward_correlation,volume_heavy,,1632,,,,,momentum_3m,-0.0168787564866182,-0.03516694178166343,,,,,,,,,,,,,,,
forward_correlation,volume_heavy,,1632,,,,,momentum_6m,-0.005338290712161223,-0.004930075366837045,,,,,,,,,,,,,,,
forward_correlation,volume_heavy,,1632,,,,,volume_increase,-0.02662743852446531,-0.044684816749151264,,,,,,,,,,,,,,,
forward_correlation,volume_heavy,,1632,,,,,volatility,0.1474048882650054,0.1511637538006786,,,,,,,,,,,,,,,
forward_correlation_all_models,ALL,,8160,,,,,score,-0.007662954883202135,-0.0057900382290944335,,,,,,,,,,,,,,,
forward_correlation_all_models,ALL,,7989,,,,,expected_return_mid,-0.027350442482127053,-0.05256999104399977,,,,,,,,,,,,,,,
forward_correlation_all_models,ALL,,8160,,,,,momentum_1m,0.015046251096459316,-0.01247951355561261,,,,,,,,,,,,,,,
forward_correlation_all_models,ALL,,8160,,,,,momentum_3m,-0.016878756486618195,-0.03516694178166343,,,,,,,,,,,,,,,
forward_correlation_all_models,ALL,,8160,,,,,momentum_6m,-0.005338290712161246,-0.004930075366837045,,,,,,,,,,,,,,,
forward_correlation_all_models,ALL,,8160,,,,,volume_increase,-0.026627438524465287,-0.04468481674915126,,,,,,,,,,,,,,,
forward_correlation_all_models,ALL,,8160,,,,,volatility,0.14740488826500545,0.15116375380067856,,,,,,,,,,,,,,,
topn_forward,low_volatility,,96,0.037431388559389774,0.0220673563559608,0.6041666666666666,0.005880426435189884,,,,low_volatility_Top1,0.4791666666666667,0.4621100580416986,0.39324979343446764,0.06886026460723094,-0.3440123367661665,Top1,,,,,,,,
topn_forward,low_volatility,,96,0.037444471925701474,0.02529434861332388,0.6145833333333334,0.005893509801501589,,,,low_volatility_Top3,0.5208333333333334,0.48492695665277896,0.39324979343446764,0.09167716321831132,-0.2395353291958564,Top3,,,,,,,,
topn_forward,low_volatility,,96,0.036067729349297806,0.023163952428316446,0.6041666666666666,0.004516767225097923,,,,low_volatility_Top5,0.5416666666666666,0.46499673627248805,0.39324979343446764,0.07174694283802041,-0.2182364059483638,Top5,,,,,,,,
topn_forward,low_volatility,,96,0.03604961450847601,0.02313908915898713,0.5833333333333334,0.004498652384276127,,,,low_volatility_Top10,0.5104166666666666,0.4672605210533358,0.39324979343446764,0.07401072761886818,-0.22057168804593486,Top10,,,,,,,,
topn_forward,low_volatility,,96,0.040873287850397295,0.03283294526260972,0.6458333333333334,0.009322325726197412,,,,low_volatility_Bottom10,0.5729166666666666,0.5379487785321715,0.39324979343446764,0.14469898509770385,-0.3087457980263708,Bottom10,,,,,,,,
topn_forward,mixed_model,,96,0.0513879665424273,0.043220864259981284,0.6354166666666666,0.019837004418227406,,,,mixed_model_Top1,0.4166666666666667,0.6505104703693754,0.39324979343446764,0.25726067693490773,-0.27307702271882317,Top1,,,,,,,,
topn_forward,mixed_model,,96,0.0353347954393348,0.02280581620531872,0.6354166666666666,0.003783833315134924,,,,mixed_model_Top3,0.4791666666666667,0.43597662137526116,0.39324979343446764,0.04272682794079352,-0.3356673796073333,Top3,,,,,,,,
topn_forward,mixed_model,,96,0.04068040671202982,0.022378475124162613,0.6458333333333334,0.009129444587829938,,,,mixed_model_Top5,0.6354166666666666,0.5387040110906243,0.39324979343446764,0.14545421765615663,-0.2402005028373403,Top5,,,,,,,,
topn_forward,mixed_model,,96,0.03791893746477145,0.02843729303541611,0.625,0.00636797534057157,,,,mixed_model_Top10,0.5833333333333334,0.49687687357371746,0.39324979343446764,0.10362708013924982,-0.24216697075400173,Top10,,,,,,,,
topn_forward,mixed_model,,96,0.03756407721965817,0.0259903969348313,0.65625,0.006013115095458287,,,,mixed_model_Bottom10,0.5625,0.47886632151369457,0.39324979343446764,0.08561652807922693,-0.29634021276772693,Bottom10,,,,,,,,
topn_forward,momentum_heavy,,96,0.0507573222563904,0.03346104601715949,0.6145833333333334,0.019206360132190525,,,,momentum_heavy_Top1,0.4375,0.6301490613342251,0.39324979343446764,0.23689926789975746,-0.30290310220324024,Top1,,,,,,,,
topn_forward,momentum_heavy,,96,0.038336982011354714,0.020421441570838396,0.6458333333333334,0.006786019887154833,,,,momentum_heavy_Top3,0.4895833333333333,0.4837717672760353,0.39324979343446764,0.09052197384156768,-0.33342144484012026,Top3,,,,,,,,
topn_forward,momentum_heavy,,96,0.03851675158900186,0.023030478748227744,0.6354166666666666,0.006965789464801982,,,,momentum_heavy_Top5,0.59375,0.498796298277111,0.39324979343446764,0.10554650484264338,-0.2402005028373403,Top5,,,,,,,,
topn_forward,momentum_heavy,,96,0.03752497748543072,0.025900306242901534,0.6354166666666666,0.005974015361230836,,,,momentum_heavy_Top10,0.5833333333333334,0.48708028366388345,0.39324979343446764,0.09383049022941581,-0.23693468123572747,Top10,,,,,,,,
topn_forward,momentum_heavy,,96,0.03705095146563167,0.025913997561530865,0.6458333333333334,0.005499989341431792,,,,momentum_heavy_Bottom10,0.5729166666666666,0.47038078503316627,0.39324979343446764,0.07713099159869863,-0.2963402127677268,Bottom10,,,,,,,,
